tokens	ner_tags	text
['michel', 'sanchez', ',', 'who', 'was', 'member', 'of', 'the', 'band', 'deep', 'forest', ',', 'co', 'wrote', 'the', 'lyrics', '.']	['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'O', 'O', 'O', 'O', 'O', 'O']	michel sanchez , who was member of the band deep forest , co wrote the lyrics .
['his', 'last', 'theatrical', 'composition', 'was', 'music', 'for', 'joan', 'the', 'woman', ',', 'starring', 'geraldine', 'farrar', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CW', 'I-CW', 'I-CW', 'O', 'O', 'B-PER', 'I-PER', 'O']	his last theatrical composition was music for joan the woman , starring geraldine farrar .
['she', 'started', 'her', 'career', 'as', 'a', 'consultant', 'with', 'pricewaterhousecoopers', 'in', 'kenya', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CORP', 'O', 'B-LOC', 'O']	she started her career as a consultant with pricewaterhousecoopers in kenya .
['it', 'essentially', 'is', 'a', 'collarless', 'polo', 'shirt', '.']	['O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O']	it essentially is a collarless polo shirt .
['he', 'spent', 'the', '1950', '–', '51', 'season', 'in', 'the', 'national', 'professional', 'basketball', 'league', '(', 'npbl', ')', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'I-GRP', 'I-GRP', 'O', 'O', 'O', 'O']	he spent the 1950 – 51 season in the national professional basketball league ( npbl ) .
['he', 'has', 'previously', 'worked', 'at', 'networks', 'including', 'channel', '4', ',', 'itv', 'and', 'al', 'jazeera', 'english', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CORP', 'I-CORP', 'O', 'B-CORP', 'O', 'B-CORP', 'I-CORP', 'I-CORP', 'O']	he has previously worked at networks including channel 4 , itv and al jazeera english .
['it', 'was', 'described', 'by', 'commentators', 'as', 'a', 'morris', 'oxford', 'six', 'with', 'a', 'coachbuilt', 'saloon', 'body', '.', '4025', 'examples', 'of', 'the', '1931', 'model', 'were', 'produced', 'followed', 'by', '14,469', 'of', 'the', '1932', '33', 'model', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	it was described by commentators as a morris oxford six with a coachbuilt saloon body . 4025 examples of the 1931 model were produced followed by 14,469 of the 1932 33 model .
['mbali', 'ntuli', 'was', 'appointed', 'as', 'his', 'successor', '.']	['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']	mbali ntuli was appointed as his successor .
['her', 'brother', 'was', 'the', 'conservative', 'party', 'politician', 'rab', 'butler', '.']	['O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'O', 'B-PER', 'I-PER', 'O']	her brother was the conservative party politician rab butler .
['røyken', 'videregående', 'skole', 'is', 'an', 'unesco', 'aspnet', 'school', ',', 'and', 'offers', 'several', 'international', 'exchange', 'programs', '.']	['O', 'O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	røyken videregående skole is an unesco aspnet school , and offers several international exchange programs .
['the', 'video', 'was', 'a', '10', 'minute', 'long', 'short', 'film', 'and', 'gathered', 'an', 'audience', 'of', '400', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CW', 'I-CW', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	the video was a 10 minute long short film and gathered an audience of 400 .
['she', 'recorded', 'jingles', 'for', 'major', 'companies', 'such', 'as', 'toyota', ',', 'american', 'airlines', ',', 'and', 'max', 'factor', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CORP', 'O', 'B-CORP', 'I-CORP', 'O', 'O', 'B-CORP', 'I-CORP', 'O']	she recorded jingles for major companies such as toyota , american airlines , and max factor .
['the', 'game', 'is', 'based', 'upon', 'the', 'fantasy', 'novels', 'nine', 'princes', 'in', 'amber', '(', 'doubleday', '1970', ')', 'and', 'the', 'guns', 'of', 'avalon', '(', 'doubleday', '1972', ')', 'by', 'roger', 'zelazny', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CW', 'I-CW', 'I-CW', 'I-CW', 'O', 'B-CORP', 'O', 'O', 'O', 'B-CW', 'I-CW', 'I-CW', 'I-CW', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']	the game is based upon the fantasy novels nine princes in amber ( doubleday 1970 ) and the guns of avalon ( doubleday 1972 ) by roger zelazny .
['the', 'series', 'also', 'produced', 'spin', 'off', 'titles', 'including', 'saga', 'and', 'mana', ',', 'and', 'in', 'turn', 'influenced', 'later', 'game', 'developers', 'and', 'studios', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CW', 'O', 'B-CW', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	the series also produced spin off titles including saga and mana , and in turn influenced later game developers and studios .
['the', 'book', 'of', 'daily', 'reports', 'shall', 'be', 'kept', 'separately', 'for', 'each', 'cash', 'register', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O']	the book of daily reports shall be kept separately for each cash register .
['he', 'also', 'opened', 'a', 'studio', 'on', 'the', 'isle', 'of', 'man', 'where', 'he', 'spent', 'his', 'summers', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'I-GRP', 'O', 'O', 'O', 'O', 'O', 'O']	he also opened a studio on the isle of man where he spent his summers .
['the', 'album', 'was', 'released', 'in', '1990', 'by', 'sparrow', 'records', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CORP', 'I-CORP', 'O']	the album was released in 1990 by sparrow records .
['freedman', 'has', 'landed', 'roles', 'in', 'a', 'number', 'of', 'films', 'throughout', 'her', 'career', ',', 'starting', 'with', 'the', 'last', 'american', 'virgin', 'in', '1982', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CW', 'I-CW', 'I-CW', 'I-CW', 'O', 'O', 'O']	freedman has landed roles in a number of films throughout her career , starting with the last american virgin in 1982 .
['he', 'stayed', 'in', 'leipzig', 'in', '1768', 'and', 'hamburg', 'in', '1769', '.']	['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']	he stayed in leipzig in 1768 and hamburg in 1769 .
['in', 'more', 'recent', 'years', ',', 'he', 'has', 'served', 'on', 'the', 'boards', 'of', 'media', 'companies', 'such', 'as', 'cbs', 'and', 'chicago', 'tribune', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CORP', 'O', 'B-GRP', 'I-GRP', 'O']	in more recent years , he has served on the boards of media companies such as cbs and chicago tribune .
['her', 'mother', 'was', 'an', 'opera', 'singer', 'and', 'her', 'father', 'worked', 'in', 'the', 'textile', 'industry', '.']	['O', 'O', 'O', 'O', 'B-CW', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	her mother was an opera singer and her father worked in the textile industry .
['iron', 'sky', 'and', 'nazis', 'at', 'the', 'center', 'of', 'the', 'earth', '(', 'both', 'released', 'in', '2012', ')', 'are', 'in', 'a', 'similar', 'vein', '.']	['B-CW', 'I-CW', 'O', 'B-CW', 'I-CW', 'I-CW', 'I-CW', 'I-CW', 'I-CW', 'I-CW', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	iron sky and nazis at the center of the earth ( both released in 2012 ) are in a similar vein .
['ac', 'propulsion', 'ebox', ',', 'a', 'type', 'of', 'automobile']	['B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'O', 'O', 'O']	ac propulsion ebox , a type of automobile
"['mos', 'def', ',', 'talib', 'kweli', ',', 'that', 'whole', 'rawkus', 'records', 'scene', ',', 'that', ""'s"", 'my', 'type', 'of', 'shit', '.']"	['B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-CORP', 'I-CORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	mos def , talib kweli , that whole rawkus records scene , that 's my type of shit .
['the', 'hollywood', 'reporter', 'estimated', 'the', 'film', 'lost', 'the', 'studio', 'around', '$', '70', 'million', ',', 'when', 'factoring', 'together', 'all', 'expenses', 'and', 'revenues', '.']	['B-CW', 'I-CW', 'I-CW', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	the hollywood reporter estimated the film lost the studio around $ 70 million , when factoring together all expenses and revenues .
['the', 'film', 'is', 'available', 'for', 'free', 'at', 'the', 'website', 'of', 'the', 'national', 'library', 'of', 'norway', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'I-GRP', 'I-GRP', 'O']	the film is available for free at the website of the national library of norway .
['tesla', '.', '(', 'defunct', ';', 'was', 'active', 'in', 'the', '1980s', 'and', '1990s', ')']	['B-CORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	tesla . ( defunct ; was active in the 1980s and 1990s )
['brian', 'j.', 'smith', '(', 'born', '1981', ')', ',', 'actor', ',', 'stargate', 'universe', ',', 'sense8']	['B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CW', 'I-CW', 'O', 'B-CW']	brian j. smith ( born 1981 ) , actor , stargate universe , sense8
['during', 'the', 'reign', 'of', 'ibn', 'saud', 'he', 'was', 'the', 'most', 'significant', 'non', 'royal', 'official', '.']	['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	during the reign of ibn saud he was the most significant non royal official .
['the', 'main', 'river', 'in', 'the', 'district', 'is', 'the', 'saale', 'with', 'wine', 'along', 'the', 'river', 'valley', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-PROD', 'O', 'O', 'O', 'O', 'O']	the main river in the district is the saale with wine along the river valley .
['the', 'western', 'canada', 'hockey', 'league', 'was', 'the', 'first', 'major', 'professional', 'league', 'on', 'the', 'prairies', '.']	['O', 'B-GRP', 'I-GRP', 'I-GRP', 'I-GRP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	the western canada hockey league was the first major professional league on the prairies .
['one', 'was', 'intercepted', 'by', 'iron', 'dome', ';', 'the', 'other', 'fell', 'in', 'an', 'open', 'area', 'near', 'the', 'city', '.']	['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	one was intercepted by iron dome ; the other fell in an open area near the city .
['he', 'also', 'appeared', 'in', 'the', 'film', 'crossroads', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-CW', 'O']	he also appeared in the film crossroads .
['he', 'was', 'included', 'in', 'the', 'list', 'of', '100', 'most', 'influential', 'indian', 'by', 'the', 'indian', 'express', 'and', 'also', 'named', 'journalist', 'of', 'the', 'year', 'by', 'mumbai', 'press', 'club', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'I-GRP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	he was included in the list of 100 most influential indian by the indian express and also named journalist of the year by mumbai press club .
['alexander', 'is', 'credited', 'with', 'laying', 'the', 'foundations', 'of', 'music', 'education', 'in', 'the', 'dallas', 'public', 'schools', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']	alexander is credited with laying the foundations of music education in the dallas public schools .
['cooktop', ',', 'the', 'top', 'cooking', 'surface', 'on', 'a', 'kitchen', 'stove']	['B-PROD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD']	cooktop , the top cooking surface on a kitchen stove
['galindians', 'were', 'two', 'distinct', ',', 'and', 'now', 'extinct', ',', 'tribes', 'of', 'the', 'balts', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']	galindians were two distinct , and now extinct , tribes of the balts .
['sp', '3606', 'is', 'privately', 'owned', 'as', 'part', 'of', 'a', 'collection', 'of', 'former', 'railroad', 'cars', 'in', 'rocklin', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']	sp 3606 is privately owned as part of a collection of former railroad cars in rocklin .
['in', '1485', ',', 'the', 'area', 'was', 'included', 'to', 'the', 'grand', 'duchy', 'of', 'moscow', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O']	in 1485 , the area was included to the grand duchy of moscow .
['he', 'then', 'spent', '8', 'seasons', 'with', 'fc', 'volendam', ',', 'for', 'whom', 'he', 'scored', '48', 'goals', 'in', '218', 'games', 'in', 'all', 'competitions', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	he then spent 8 seasons with fc volendam , for whom he scored 48 goals in 218 games in all competitions .
['renninger', 'considered', 'the', 'game', 'too', 'easy', ',', 'and', 'believed', 'that', 'the', 'links', 'was', 'superior', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CW', 'O', 'O', 'O']	renninger considered the game too easy , and believed that the links was superior .
['senegal', 'has', 'also', 'seen', 'an', 'increase', 'in', 'life', 'expectancy', 'at', 'birth', 'from', '57', '%', 'in', '2000', 'to', '67.38', '%', 'in', '2017', '.']	['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	senegal has also seen an increase in life expectancy at birth from 57 % in 2000 to 67.38 % in 2017 .
['during', 'his', 'nine', 'year', 'professional', 'career', ',', 'he', 'appeared', 'almost', 'exclusively', 'for', 'local', 's.c.', 'braga', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'O']	during his nine year professional career , he appeared almost exclusively for local s.c. braga .
['uk', ':', 'leicester', ':', 'mini', 'excavators', ';', 'peterlee', ':', 'articulated', 'dump', 'trucks', ';', 'peterborough', ':', 'engines', ';', 'larne', 'and', 'belfast', ':', 'generating', 'sets', '.']	['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O']	uk : leicester : mini excavators ; peterlee : articulated dump trucks ; peterborough : engines ; larne and belfast : generating sets .
['u.s.', 'swimmer', 'scott', 'weltz', 'finished', 'fifth', 'in', '2', ':', '09.02', 'to', 'hold', 'off', 'his', 'teammate', 'clark', 'burckle', '(', '2', ':', '09.25', ')', 'by', '23', 'hundredths', 'of', 'a', 'second', '.']	['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	u.s. swimmer scott weltz finished fifth in 2 : 09.02 to hold off his teammate clark burckle ( 2 : 09.25 ) by 23 hundredths of a second .
['similar', 'to', 'many', 'other', 'forms', 'of', 'divination', ',', 'the', 'diviner', 'casts', 'table', 'salt', 'crystals', 'into', 'the', 'air', 'and', 'interprets', 'the', 'patterns', 'as', 'it', 'falls', 'to', 'the', 'ground', 'or', 'travels', 'through', 'the', 'air', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	similar to many other forms of divination , the diviner casts table salt crystals into the air and interprets the patterns as it falls to the ground or travels through the air .
['rotten', 'tomatoes', 'reports', 'an', '89', '%', 'approval', 'rating', ',', 'based', 'on', '9', 'reviews', '.']	['B-CORP', 'I-CORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	rotten tomatoes reports an 89 % approval rating , based on 9 reviews .
['on', 'rotten', 'tomatoes', 'the', 'film', 'has', 'an', 'approval', 'rating', 'of', '56', '%', 'based', 'on', '149', 'reviews', ',', 'with', 'an', 'average', 'rating', 'of', '5.40', '/', '10', '.']	['O', 'B-CORP', 'I-CORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	on rotten tomatoes the film has an approval rating of 56 % based on 149 reviews , with an average rating of 5.40 / 10 .
['the', 'movie', 'was', 'reported', 'to', 'be', 'inspired', 'by', 'sholay', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CW', 'O']	the movie was reported to be inspired by sholay .
['blanchard', 'scored', 'his', 'first', 'goal', 'for', 'the', 'club', 'in', 'a', '1', '–', '1', 'draw', 'with', 'crawley', 'town', 'f.c.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'I-GRP', 'O']	blanchard scored his first goal for the club in a 1 – 1 draw with crawley town f.c. .
['in', '1979', ',', 'under', 'her', 'direction', ',', 'a', 'documentary', 'about', 'simone', 'de', 'beauvoir', 'appeared', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O']	in 1979 , under her direction , a documentary about simone de beauvoir appeared .
['the', 'rolling', 'chassis', 'is', 'delivered', 'to', 'the', 'commercial', 'body', 'maker', ',', 'coachbuilder', ',', 'or', 'bulk', 'transporter', 'on', 'its', 'own', 'wheels', ',', 'under', 'its', 'own', 'power', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	the rolling chassis is delivered to the commercial body maker , coachbuilder , or bulk transporter on its own wheels , under its own power .
['thomas', 'christiansen', '–', 'vfl', 'bochum', ',', 'hannover', '96', '–', '2000', '–', '01', ',', '2002', '–', '06']	['B-PER', 'I-PER', 'O', 'B-GRP', 'I-GRP', 'O', 'B-GRP', 'I-GRP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	thomas christiansen – vfl bochum , hannover 96 – 2000 – 01 , 2002 – 06
['coffee', 'would', 'be', 'included', 'in', 'the', 'same', 'manner', '.']	['B-PROD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	coffee would be included in the same manner .
['it', 'was', 'released', 'in', '1969', 'on', 'atlantic', 'records', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-CORP', 'I-CORP', 'O']	it was released in 1969 on atlantic records .
"['he', 'published', 'first', 'illustration', 'in', 'lui', ',', ""l'expansion"", 'and', 'cosmopolitan', '.']"	['O', 'O', 'O', 'O', 'O', 'B-CW', 'O', 'B-CW', 'O', 'B-CW', 'O']	he published first illustration in lui , l'expansion and cosmopolitan .
['a', 'saddle', 'chair', 'encourages', 'this', 'natural', 'posture', ',', 'which', 'is', 'the', 'same', 'as', 'when', 'lying', 'on', 'the', 'side', 'while', 'sleeping', '.']	['O', 'B-PROD', 'I-PROD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	a saddle chair encourages this natural posture , which is the same as when lying on the side while sleeping .
['former', 'professional', 'football', 'player', 'for', 'the', 'new', 'york', 'jets']	['O', 'O', 'O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'I-GRP']	former professional football player for the new york jets
['leoš', 'friedl', 'and', 'dušan', 'vemić', 'won', 'the', 'title', ',', 'defeating', 'brian', 'battistone', 'and', 'andreas', 'siljeström', '7', '–', '6', ',', '7', '–', '6', 'in', 'the', 'finals', '.']	['B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	leoš friedl and dušan vemić won the title , defeating brian battistone and andreas siljeström 7 – 6 , 7 – 6 in the finals .
['gogo', ',', 'a', 'name', 'for', 'a', 'hair', 'tie']	['O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD']	gogo , a name for a hair tie
['more', 'recently', ',', 'the', 'church', 'has', 'faced', 'an', 'increased', 'demand', 'for', 'suburb', 'and', 'a', 'decline', 'in', 'attendance', 'to', 'inner', 'city', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']	more recently , the church has faced an increased demand for suburb and a decline in attendance to inner city .
['the', 'song', 'featured', 'chris', 'trousdale', 'from', 'dream', 'street', 'and', 'received', 'high', 'rotation', 'on', 'radio', 'disney', '.']	['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-GRP', 'I-GRP', 'O', 'O', 'O', 'O', 'O', 'B-CORP', 'I-CORP', 'O']	the song featured chris trousdale from dream street and received high rotation on radio disney .
"['she', 'was', 'part', 'of', 'the', 'south', 'korea', ""women's"", 'national', 'volleyball', 'team', '.']"	['O', 'O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'I-GRP', 'I-GRP', 'I-GRP', 'I-GRP', 'O']	she was part of the south korea women's national volleyball team .
['a', 'statue', 'of', 'benjamin', 'franklin', 'was', 'displayed', 'at', 'the', 'entrance', '.']	['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']	a statue of benjamin franklin was displayed at the entrance .
['variety', 'called', 'it', 'a', 'crass', 'bit', 'of', 'cinematic', 'grave', 'robbing', '.']	['B-CORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	variety called it a crass bit of cinematic grave robbing .
['jorge', 'martínez', 'de', 'hoyos', '(', 'el', 'abuelo', 'y', 'yo', ',', '1993', ')', 'and', 'ignacio', 'lópez', 'tarso', '(', 'de', 'pocas,', 'pocas', 'pulgas', ',', '2003', ')']	['B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'B-CW', 'I-CW', 'I-CW', 'I-CW', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-CW', 'I-CW', 'I-CW', 'I-CW', 'O', 'O', 'O']	jorge martínez de hoyos ( el abuelo y yo , 1993 ) and ignacio lópez tarso ( de pocas, pocas pulgas , 2003 )
['it', 'became', 'widely', 'ridiculed', 'on', 'the', 'soup', '.']	['O', 'O', 'O', 'O', 'O', 'B-CW', 'I-CW', 'O']	it became widely ridiculed on the soup .
['fantasea', ',', 'a', '1978', 'surf', 'movie', 'with', 'shaun', 'tomson']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']	fantasea , a 1978 surf movie with shaun tomson
['the', 'signal', 'reaches', 'to', 'alexandria', 'and', 'sauk', 'centre', ',', 'where', 'the', 'station', 'targets', 'programming', 'to', '.']	['O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	the signal reaches to alexandria and sauk centre , where the station targets programming to .
['more', 'recently', ',', 'in', '2016', ',', 'the', 'government', 'is', 'in', 'talks', 'with', 'del', 'monte', 'foods', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CORP', 'I-CORP', 'I-CORP', 'O']	more recently , in 2016 , the government is in talks with del monte foods .
['however', ',', 'the', 'party', 'began', 'to', 'move', 'away', 'from', 'revolutionary', 'socialism', 'at', 'the', 'turn', 'of', 'the', '20th', 'century', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	however , the party began to move away from revolutionary socialism at the turn of the 20th century .
['the', 'great', 'western', 'highway', 'and', 'the', 'railway', 'defined', 'the', 'northern', 'limit', '.']	['O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	the great western highway and the railway defined the northern limit .
['he', 'started', 'out', 'his', 'career', 'at', 'radio', 'pakistan', 'as', 'a', 'scriptwriter', 'for', 'radio', 'plays', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	he started out his career at radio pakistan as a scriptwriter for radio plays .
['the', 'product', 'range', 'includes', 'bag', 'and', 'suitcase', '.']	['O', 'O', 'O', 'O', 'B-PROD', 'O', 'B-PROD', 'O']	the product range includes bag and suitcase .
['father', 'émile', 'petitot', 'describes', 'his', 'reception', 'in', '1862', '.']	['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']	father émile petitot describes his reception in 1862 .
['c', '37b', 'or', 'gulfstream', 'g550', ',', 'a', 'business', 'jet']	['O', 'O', 'O', 'B-PROD', 'I-PROD', 'O', 'O', 'O', 'O']	c 37b or gulfstream g550 , a business jet
['file', ':', 'sauna', 'stove', 'narvi', '02', '.', 'jpg', '|', 'wood', 'burning', 'sauna', 'stove', ',', 'finland']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC']	file : sauna stove narvi 02 . jpg | wood burning sauna stove , finland
['they', 'currently', 'play', 'in', 'the', 'macedonian', 'first', 'league', '.']	['O', 'O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'I-GRP', 'O']	they currently play in the macedonian first league .
['dillon', 'returned', 'to', 'the', 'pitch', 'only', 'just', 'before', 'a', 'planned', 'substitution', 'to', 'replace', 'him', 'with', 'blair', 'spittal', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']	dillon returned to the pitch only just before a planned substitution to replace him with blair spittal .
['it', 'is', 'a', 'neighbor', 'to', 'high', 'carihuairazo', 'volcano', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']	it is a neighbor to high carihuairazo volcano .
