tokens	ner_tags	text
"['Many', 'scholars', 'believe', 'that', 'with', 'the', 'EMBA', 'phenomenon', 'just', 'getting', 'off', 'its', 'feet', 'in', 'Taiwan', ',', 'many', 'corporate', 'bosses', 'are', 'taking', 'a', '""', 'wait', '-', 'and', '-', 'see', '""', 'attitude', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"Many scholars believe that with the EMBA phenomenon just getting off its feet in Taiwan , many corporate bosses are taking a "" wait - and - see "" attitude ."
['Perhaps', 'business', 'education', 'may', 'not', 'be', 'widespread', 'in', 'Taiwan', 'at', 'this', 'time', ',', 'yet', 'a', 'small', 'number', 'of', 'company', 'bosses', 'have', 'taken', 'the', 'lead', 'themselves', '-', 'taking', 'advanced', 'courses', 'and', 'setting', 'an', 'example', 'for', 'management', 'personnel', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Perhaps business education may not be widespread in Taiwan at this time , yet a small number of company bosses have taken the lead themselves - taking advanced courses and setting an example for management personnel .
"['Ma', 'Yu', '-', 'shan', ',', 'chairman', 'of', 'Kingdom', 'Construction', 'and', '64', 'years', 'old', 'this', 'year', ',', 'tested', 'into', 'NTU', ""'s"", 'College', 'of', 'Management', 'in', '1998', ',', 'becoming', 'NTU', ""'s"", 'oldest', 'student', '.']"	['B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']	Ma Yu - shan , chairman of Kingdom Construction and 64 years old this year , tested into NTU 's College of Management in 1998 , becoming NTU 's oldest student .
"['Not', 'to', 'mention', 'that', 'in', 'discussions', 'with', 'employees', ',', 'if', 'they', 'know', 'you', ""'re"", 'the', 'kind', 'of', 'boss', 'who', 'does', ""n't"", 'seek', 'to', 'further', 'himself', ',', 'they', 'put', 'less', 'stock', 'in', 'what', 'you', 'say', ',', '""', 'notes', 'Ma', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']	"Not to mention that in discussions with employees , if they know you 're the kind of boss who does n't seek to further himself , they put less stock in what you say , "" notes Ma ."
"['Too', 'busy', 'to', 'attend', 'regular', 'courses', ',', 'Ma', 'Yu', '-', 'shan', 'took', 'the', 'advice', 'of', 'an', 'NTU', 'professor', 'and', 'hired', 'a', 'Ph.D.', 'student', 'to', 'tutor', 'him', 'one', 'semester', 'in', '""', 'management', 'economics', '.', '""']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"Too busy to attend regular courses , Ma Yu - shan took the advice of an NTU professor and hired a Ph.D. student to tutor him one semester in "" management economics . """
"['Amber', 'Huang', ',', 'president', 'of', 'Changhua', ""'s"", 'Feng', 'Huei', 'Steel', '&', 'Iron', 'Company', ',', 'is', 'a', 'student', 'in', 'the', 'Department', 'of', 'Business', 'Administration', 'at', 'NTUST', '.']"	['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-GPE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O']	Amber Huang , president of Changhua 's Feng Huei Steel & Iron Company , is a student in the Department of Business Administration at NTUST .
['Huang', 'notes', 'three', 'advantages', 'of', 'the', 'boss', 'going', 'to', 'school', '.']	['B-PERSON', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Huang notes three advantages of the boss going to school .
['Knowledge', 'for', 'the', 'new', 'century']	['O', 'O', 'B-DATE', 'I-DATE', 'I-DATE']	Knowledge for the new century
['During', 'the', 'Aspire', 'Academy', 'opening', 'ceremony', ',', 'academy', 'president', 'Stan', 'Shih', ',', 'chairman', 'of', 'the', 'Acer', 'Group', ',', 'remarked', 'that', 'he', 'hopes', 'to', 'introduce', 'management', 'models', 'from', 'Europe', 'and', 'America', 'and', 'mesh', 'them', 'with', 'the', 'unique', 'attributes', 'of', 'Taiwanese', 'industry', 'to', 'enhance', 'the', 'globalization', 'of', 'Asian', 'business', '.']	['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O']	During the Aspire Academy opening ceremony , academy president Stan Shih , chairman of the Acer Group , remarked that he hopes to introduce management models from Europe and America and mesh them with the unique attributes of Taiwanese industry to enhance the globalization of Asian business .
['Shih', 'noted', 'that', 'through', 'the', 'sharing', 'of', 'experiences', ',', 'emerging', 'businesses', 'might', 'save', 'themselves', 'a', 'lot', 'of', 'groping', 'in', 'the', 'dark', '.']	['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Shih noted that through the sharing of experiences , emerging businesses might save themselves a lot of groping in the dark .
['No', 'one', 'would', 'know', 'more', 'about', 'that', 'than', 'the', 'older', 'generation', 'in', 'Taiwan', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']	No one would know more about that than the older generation in Taiwan .
['The', 'changes', 'of', 'the', 'past', 'five', 'decades', 'have', 'had', 'a', 'deep', 'impact', ',', 'for', 'example', ',', 'on', 'the', 'Wu', 'family', 'of', 'Yunlin', 'County', '.']	['O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-GPE', 'I-GPE', 'O']	The changes of the past five decades have had a deep impact , for example , on the Wu family of Yunlin County .
['Wu', 'Tsung', '-', 'sheng', 'fills', 'me', 'in', 'on', 'his', 'hometown', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Wu Tsung - sheng fills me in on his hometown .
"['""', 'When', 'I', 'read', 'the', 'studies', 'that', 'describe', 'Taiwan', 'as', 'being', 'so', 'prosperous', ',', 'I', 'have', 'to', 'wonder', 'how', 'their', 'descriptions', 'could', 'be', 'so', 'totally', 'different', 'from', 'what', 'our', 'lives', 'have', 'been', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	""" When I read the studies that describe Taiwan as being so prosperous , I have to wonder how their descriptions could be so totally different from what our lives have been ."
"['Probably', 'most', 'people', 'do', ""n't"", 'realize', ',', 'adds', 'Tsung', '-', 'sheng', ',', 'that', 'there', 'are', 'still', 'places', 'in', 'Taiwan', 'as', 'backward', 'as', 'Taihsi', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'B-GPE', 'O']	Probably most people do n't realize , adds Tsung - sheng , that there are still places in Taiwan as backward as Taihsi .
"['When', 'McDonald', ""'s"", 'stores', 'in', 'Taiwan', 'were', 'swamped', 'last', 'year', 'during', 'a', 'giveaway', 'of', 'Hello', 'Kitty', 'dolls', ',', 'lots', 'of', 'people', 'thought', 'they', 'might', 'be', 'able', 'to', 'beat', 'the', 'crowds', 'by', 'hitting', 'McDonald', ""'s"", 'in', 'supposedly', 'untrendy', 'Taihsi', ',', 'but', 'they', 'found', 'the', 'lines', 'there', 'every', 'bit', 'as', 'long', 'as', 'in', 'more', 'urban', 'locations', '.']"	['O', 'B-ORG', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	When McDonald 's stores in Taiwan were swamped last year during a giveaway of Hello Kitty dolls , lots of people thought they might be able to beat the crowds by hitting McDonald 's in supposedly untrendy Taihsi , but they found the lines there every bit as long as in more urban locations .
['When', 'we', 'reach', 'our', 'destination', 'in', 'rural', 'Taihsi', 'Township', ',', 'a', 'few', 'dozen', 'buildings', 'of', 'modern', 'ferroconcrete', 'construction', 'line', 'the', 'road', ',', 'and', 'shops', 'of', 'every', 'description', 'occupy', 'the', 'ground', 'floor', 'of', 'each', 'one', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	When we reach our destination in rural Taihsi Township , a few dozen buildings of modern ferroconcrete construction line the road , and shops of every description occupy the ground floor of each one .
['They', 'also', 'speak', 'Taiwanese', 'with', 'an', 'unmistakable', 'haikou', 'accent', '.']	['O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O']	They also speak Taiwanese with an unmistakable haikou accent .
"['The', 'strength', 'of', 'the', 'Wu', 'clan', ""'s"", 'family', 'ties', 'is', 'plainly', 'evident', '.']"	['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	The strength of the Wu clan 's family ties is plainly evident .
['84', '-', 'year', '-', 'old', 'grandma', 'Wu', 'is', 'not', 'as', 'sharp', 'as', 'she', 'used', 'to', 'be', ',', 'but', 'she', 'can', 'still', 'rattle', 'off', 'a', 'tale', 'or', 'two', '.']	['B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O']	84 - year - old grandma Wu is not as sharp as she used to be , but she can still rattle off a tale or two .
['The', 'second', 'indignity', 'was', 'the', 'onerous', 'taxes', 'that', 'were', 'levied', 'in', 'the', 'early', 'years', 'after', 'Taiwan', 'returned', 'to', 'Chinese', 'rule', '.']	['O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-GPE', 'O', 'O', 'B-NORP', 'O', 'O']	The second indignity was the onerous taxes that were levied in the early years after Taiwan returned to Chinese rule .
"['She', 'explains', 'that', 'one', 'dou', '-LRB-', '10', 'liters', '-RRB-', 'of', 'rice', 'back', 'in', 'the', '1940s', 'was', 'worth', 'five', 'or', 'six', 'yuan', ',', 'or', 'about', 'four', 'days', ""'"", 'pay', 'for', 'a', 'manual', 'laborer', ',', 'but', 'the', 'tax', 'on', 'one', 'jia', 'of', 'land', '-LRB-', '0.97', 'hectares', '-RRB-', 'was', '150', 'yuan', '.']"	['O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'B-MONEY', 'I-MONEY', 'I-MONEY', 'I-MONEY', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'B-MONEY', 'I-MONEY', 'O']	She explains that one dou -LRB- 10 liters -RRB- of rice back in the 1940s was worth five or six yuan , or about four days ' pay for a manual laborer , but the tax on one jia of land -LRB- 0.97 hectares -RRB- was 150 yuan .
"['""', 'It', 'took', 'four', 'days', 'to', 'earn', 'one', 'dou', 'of', 'rice', ',', '""', 'says', 'grandma', 'Wu', '.']"	['O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']	""" It took four days to earn one dou of rice , "" says grandma Wu ."
['Although', 'the', 'Kuomintang', 'government', 'eventually', 'carried', 'out', 'land', 'reform', 'to', 'provide', 'relief', 'for', 'poor', 'farmers', ',', 'the', 'Wu', 'family', 'never', 'shared', 'in', 'the', 'benefits', '.']	['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Although the Kuomintang government eventually carried out land reform to provide relief for poor farmers , the Wu family never shared in the benefits .
['While', 'many', 'of', 'their', 'neighbors', 'received', 'land', 'as', 'a', 'result', 'of', 'the', 'reforms', ',', 'the', 'Wu', 'family', 'got', 'nothing', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O']	While many of their neighbors received land as a result of the reforms , the Wu family got nothing .
['With', 'no', 'male', 'siblings', 'to', 'carry', 'on', 'the', 'family', 'line', ',', 'at', 'age', '25', 'she', 'managed', 'to', 'find', 'a', 'husband', 'who', 'was', 'willing', 'to', 'let', 'his', 'first', 'male', 'child', 'take', 'the', 'Wu', 'surname', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O']	With no male siblings to carry on the family line , at age 25 she managed to find a husband who was willing to let his first male child take the Wu surname .
['Grandma', 'Wu', 'remembers', 'quite', 'clearly', 'when', 'the', 'turning', 'point', 'came', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Grandma Wu remembers quite clearly when the turning point came .
['It', 'was', 'in', 'the', 'early', '1980s', ',', 'when', 'her', 'oldest', 'grandchild', 'was', 'already', 'a', 'teenager', ',', 'that', 'business', 'gradually', 'started', 'going', 'better', 'for', 'her', 'three', 'sons', '.']	['O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O']	It was in the early 1980s , when her oldest grandchild was already a teenager , that business gradually started going better for her three sons .
['The', 'three', 'brothers', 'got', 'together', 'and', 'decided', 'that', 'they', 'should', 'each', 'give', 'her', 'NT$', '2,000', 'every', 'month', '.']	['O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MONEY', 'I-MONEY', 'O', 'O', 'O']	The three brothers got together and decided that they should each give her NT$ 2,000 every month .
['Her', 'eldest', 'son', 'Wu', 'Chien', '-', 'lo', 'recounts', 'that', 'after', 'he', 'graduated', 'from', 'sixth', 'grade', 'in', '1954', 'his', 'family', 'was', 'too', 'poor', 'to', 'let', 'him', 'go', 'any', 'further', 'in', 'school', ',', 'so', 'at', 'age', '13', 'he', 'took', 'off', 'with', 'an', 'older', 'boy', 'on', 'the', 'slow', 'train', 'for', 'Taipei', '.']	['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']	Her eldest son Wu Chien - lo recounts that after he graduated from sixth grade in 1954 his family was too poor to let him go any further in school , so at age 13 he took off with an older boy on the slow train for Taipei .
['Without', 'pausing', 'to', 'take', 'in', 'the', 'sights', 'of', 'the', 'big', 'city', ',', 'Chien', '-', 'lo', 'went', 'straight', 'to', 'work', 'at', 'a', 'construction', 'site', ',', 'where', 'he', 'carried', 'a', 'shoulder', 'pole', 'and', 'mixed', 'cement', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Without pausing to take in the sights of the big city , Chien - lo went straight to work at a construction site , where he carried a shoulder pole and mixed cement .
['Buildings', 'were', 'going', 'up', 'everywhere', 'in', 'Taipei', 'in', 'the', 'mid-1950s', ',', 'and', 'the', 'city', 'was', 'bursting', 'with', 'opportunities', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Buildings were going up everywhere in Taipei in the mid-1950s , and the city was bursting with opportunities .
"['I', 'did', ""n't"", 'have', 'what', 'it', 'took', 'to', 'think', 'about', 'a', 'career', 'in', 'Taipei', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']	I did n't have what it took to think about a career in Taipei .
['Wu', 'Chien', '-', 'lo', 'joined', 'the', 'army', 'at', 'age', '20', ',', 'and', 'during', 'his', 'stint', 'he', 'made', 'friends', 'with', 'someone', 'who', 'had', 'been', 'making', 'a', 'living', 'as', 'a', 'baker', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Wu Chien - lo joined the army at age 20 , and during his stint he made friends with someone who had been making a living as a baker .
['Chien', '-', 'lo', 'began', 'to', 'realize', 'that', 'selling', 'his', 'manual', 'labor', 'was', 'not', 'a', 'viable', 'long', '-', 'term', 'option', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Chien - lo began to realize that selling his manual labor was not a viable long - term option .
['To', 'avoid', 'competing', 'with', 'his', 'brother', ',', 'Jui', '-', 'ting', 'opened', 'up', 'his', 'store', 'over', 'ten', 'kilometers', 'north', 'in', 'Mailiao', 'Township', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'B-GPE', 'I-GPE', 'O']	To avoid competing with his brother , Jui - ting opened up his store over ten kilometers north in Mailiao Township .
"['""', 'In', 'a', 'rural', 'area', 'like', 'this', ',', '""', 'says', 'Wu', 'Chien', '-', 'lo', ',', '""', 'family', 'members', 'work', 'together', ',', 'and', 'everybody', 'shares', 'equally', 'in', 'the', 'success', '.', '""']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	""" In a rural area like this , "" says Wu Chien - lo , "" family members work together , and everybody shares equally in the success . """
"['Asks', 'Tsai', 'Kuo', '-', 'lung', ',', '""', 'Why', 'should', 'we', 'work', 'so', 'hard', 'and', 'pinch', 'pennies', 'all', 'the', 'time', 'just', 'to', 'spend', 'our', 'money', 'on', 'something', 'like', 'that', '?', '""']"	['O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"Asks Tsai Kuo - lung , "" Why should we work so hard and pinch pennies all the time just to spend our money on something like that ? """
['All', 'three', 'brothers', 'drive', 'Toyota', 'Camrys', ',', 'purchased', 'from', 'the', 'same', 'dealer', '.']	['O', 'B-CARDINAL', 'O', 'O', 'B-ORG', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	All three brothers drive Toyota Camrys , purchased from the same dealer .
['When', 'you', 'throw', 'in', 'the', 'family', 'farmland', ',', 'which', 'has', 'not', 'yet', 'been', 'divided', 'among', 'the', 'brothers', ',', 'the', 'Wu', 'clan', 'is', 'worth', 'over', 'NT$', '100', 'million', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-MONEY', 'I-MONEY', 'I-MONEY', 'O']	When you throw in the family farmland , which has not yet been divided among the brothers , the Wu clan is worth over NT$ 100 million .
"['Says', 'Wu', 'Chien', '-', 'lo', ',', '""', 'Who', 'figured', 'prices', 'would', 'go', 'up', 'like', 'they', 'have', '?']"	['O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"Says Wu Chien - lo , "" Who figured prices would go up like they have ?"
"['We', 'were', 'worried', 'that', 'they', 'might', 'fall', 'in', 'with', 'the', 'wrong', 'crowd', 'after', 'they', 'got', 'into', 'junior', 'high', ',', '""', 'says', 'Mrs.', 'Wu', ',', 'adding', 'that', 'Taihsi', 'is', 'well', 'known', 'for', 'the', 'fact', 'that', 'it', 'has', '""', 'lots', 'of', 'dust', 'in', 'the', 'air', ',', 'lots', 'of', 'yams', ',', 'and', 'lots', 'of', 'gangsters', '.', '""']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"We were worried that they might fall in with the wrong crowd after they got into junior high , "" says Mrs. Wu , adding that Taihsi is well known for the fact that it has "" lots of dust in the air , lots of yams , and lots of gangsters . """
['With', 'four', 'kids', 'at', 'the', 'school', ',', 'the', 'financial', 'burden', 'was', 'substantial', ',', 'especially', 'considering', 'the', 'fact', 'that', 'they', 'were', 'spending', 'these', 'sums', 'back', 'in', 'the', 'mid-1980s', '.']	['O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O']	With four kids at the school , the financial burden was substantial , especially considering the fact that they were spending these sums back in the mid-1980s .
"['You', 'want', 'to', 'see', 'your', 'children', 'succeed', ',', '""', 'says', 'Wu', 'Chien', '-', 'lo', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O']	"You want to see your children succeed , "" says Wu Chien - lo ."
"['The', 'result', 'has', 'been', 'a', 'bit', 'comical', 'in', 'at', 'least', 'one', 'respect', ',', 'for', 'the', 'eldest', 'daughter', 'was', 'so', 'strictly', 'observant', 'of', 'the', 'prohibition', 'against', 'speaking', 'Taiwanese', 'in', 'school', '-LRB-', 'a', 'rule', 'formerly', 'enforced', 'throughout', 'Taiwan', '-RRB-', 'that', 'she', 'does', ""n't"", 'even', 'speak', 'Taiwanese', 'very', 'well', 'any', 'more', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'I-CARDINAL', 'I-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LANGUAGE', 'O', 'O', 'O', 'O', 'O']	The result has been a bit comical in at least one respect , for the eldest daughter was so strictly observant of the prohibition against speaking Taiwanese in school -LRB- a rule formerly enforced throughout Taiwan -RRB- that she does n't even speak Taiwanese very well any more .
['After', 'graduating', 'from', 'National', 'Taiwan', 'Normal', 'University', 'in', 'Taipei', ',', 'she', 'came', 'back', 'to', 'Yunlin', 'County', 'several', 'years', 'ago', 'to', 'teach', 'senior', 'high', 'school', 'in', 'Touliu', ',', 'and', 'now', 'she', 'makes', 'people', 'laugh', 'every', 'time', 'she', 'opens', 'her', 'mouth', 'to', 'speak', 'her', 'odd', 'brand', 'of', 'Taiwanese', '.']	['O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O']	After graduating from National Taiwan Normal University in Taipei , she came back to Yunlin County several years ago to teach senior high school in Touliu , and now she makes people laugh every time she opens her mouth to speak her odd brand of Taiwanese .
