sentence	label	label_name
We reserve the right, but disclaim any obligation or responsibility, to refuse to post or communicate or remove any User Submission from any Garmin Site that violates these Terms of Use (including the Rules of Conduct).	0	potentially unfair
We may suspend or terminate your account and your ability to use any Garmin Site or portion thereof for failure to comply with these Terms of Use or any special terms related to a particular service.	0	potentially unfair
Some Content on the Garmin Sites may be provided by third parties and Garmin will not be held responsible for any such Content provided by third parties.	0	potentially unfair
IF YOUR USE OF THE GARMIN SITES OR THE CONTENT RESULTS IN THE NEED FOR SERVICING OR REPLACING EQUIPMENT OR LOSS OF PROFITS OR DATA, GARMIN WILL NOT BE RESPONSIBLE FOR THOSE COSTS.	0	potentially unfair
IN NO EVENT WILL GARMIN OR ANY THIRD PARTIES MENTIONED AT THE GARMIN SITES BE LIABLE FOR ANY DAMAGES WHATSOEVER (INCLUDING, BUT NOT LIMITED TO, INCIDENTAL, EXEMPLARY, AND CONSEQUENTIAL DAMAGES, LOST PROFITS, OR DAMAGES RESULTING FROM LOST DATA OR BUSINESS INTERRUPTION) RESULTING FROM THE USE OR INABILITY TO USE THE GARMIN SITES AND THE CONTENT, WHETHER BASED ON WARRANTY, CONTRACT, TORT, OR ANY OTHER LEGAL THEORY, AND WHETHER OR NOT GARMIN IS ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.	0	potentially unfair
SOME STATES DO NOT ALLOW THE EXCLUSION OR LIMITATION OF INCIDENTAL OR CONSEQUENTIAL DAMAGES, SO THE ABOVE LIMITATION OR EXCLUSION MAY NOT APPLY TO YOU, IN WHICH CASE SUCH EXCLUSION OR LIMITATION APPLIES TO THE FULLEST EXTENT ALLOWABLE UNDER THE APPLICABLE LAW.	0	potentially unfair
It is Garmin's policy, at its discretion and when appropriate, to terminate the accounts of users who may infringe or repeatedly infringe the copyrights of third parties.	0	potentially unfair
Except to the extent provided below in this paragraph, all legal issues arising from or related to the use of any Garmin Site will be construed in accordance with and determined by the laws of the State of Kansas applicable to contracts entered into and performed within the State of Kansas without respect to its conflict of laws principles.	0	potentially unfair
By using a Garmin Site, you agree that the exclusive forum for any claims or causes of action arising out of your use of the Garmin Site is the United States District Court for the District of Kansas, or any Kansas State court sitting in Johnson County.	1	clearly unfair
If (a) you are not a U.S. citizen; (b) you do not reside in the U.S.; (c) you are not accessing the Garmin Site from the U.S.; and (d) you are a citizen of one of the countries identified below, you hereby agree that any dispute or claim arising from this Terms of Use will be governed by the applicable law set forth below, without regard to any conflict of law provisions, and you hereby irrevocably submit to the jurisdiction of the courts located in the state, province or country identified below whose law governs:	1	clearly unfair
By using our Services, you are agreeing to these terms.	0	potentially unfair
We may suspend or stop providing our Services to you if you do not comply with our terms or policies or if we are investigating suspected misconduct.	0	potentially unfair
This content is the sole responsibility of the entity that makes it available.	0	potentially unfair
We may review content to determine whether it is illegal or violates our policies, and we may remove or refuse to display content that we reasonably believe violates our policies or the law.	0	potentially unfair
By using our Services, you agree that Google can use such data in accordance with our Privacy Policies.	0	potentially unfair
We are constantly changing and improving our Services.	0	potentially unfair
We may add or remove functionalities or features and we may suspend or stop a Service altogether.	0	potentially unfair
Google may also stop providing Services to you or add or create new limits to our Services at any time.	1	clearly unfair
When permitted by law, Google and Google’s suppliers and distributors will not be responsible for lost profits, revenues or data, financial losses or indirect, special, consequential, exemplary or punitive damages.	0	potentially unfair
To the extent permitted by law, the total liability of Google and its suppliers and distributors for any claims under these terms, including for any implied warranties, is limited to the amount that you paid us to use the Services (or, if we choose, to supplying you with the Services again).	0	potentially unfair
In all cases, Google and its suppliers and distributors will not be liable for any loss or damage that is not reasonably foreseeable.	0	potentially unfair
If you are using the Services for a personal purpose, then nothing in these terms or any additional terms limits any consumers’ legal rights which may not be waived by contract.	2	clearly fair
We may modify these terms or any additional terms that apply to a Service to, for example, reflect changes to the law or changes to our Services.	0	potentially unfair
You should look at the terms regularly.	0	potentially unfair
If you reside in one of those countries, then where Californian law is excluded from applying, your country’s laws will apply to such disputes related to these terms.	2	clearly fair
Otherwise, you agree that the laws of California, USA, excluding California’s choice of law rules, will apply to any disputes arising out of or relating to these terms or the Services.	0	potentially unfair
Similarly, if the courts in your country will not permit you to consent to the jurisdiction and venue of the courts in Santa Clara County, California, USA, then your local jurisdiction and venue will apply to such disputes related to these terms.	2	clearly fair
Otherwise, all claims arising out of or relating to these terms or the services will be litigated exclusively in the federal or state courts of Santa Clara County, California, USA, and you and Google consent to personal jurisdiction in those courts.	1	clearly unfair
BY ACCESSING, DOWNLOADING, USING, PURCHASING AND/OR SUBSCRIBING TO THE GRINDR SERVICES, YOU ACKNOWLEDGE THAT YOU HAVE READ, UNDERSTOOD, AND AGREE TO BE BOUND BY THE TERMS OF THIS AGREEMENT.	0	potentially unfair
IN PARTICULAR, THE ARBITRATION AGREEMENT IN THAT SECTION WILL, WITH LIMITED EXCEPTIONS, REQUIRE DISPUTES BETWEEN YOU AND US TO BE SUBMITTED TO BINDING AND FINAL ARBITRATION, UNLESS YOU OPT OUT.	0	potentially unfair
IF YOU ARE A RESIDENT OF ANY OF THE COUNTRIES NOTED IN THE SPECIAL TERMS, YOU MAY HAVE ADDITIONAL RIGHTS OR CERTAIN PARTS OF THIS AGREEMENT, SUCH AS THE ARBITRATION AGREEMENT, MAY NOT APPLY TO YOU.	2	clearly fair
We will not be liable for any loss, damages, liability, expenses or attorneys’ fees that You may incur as a result of someone else using Your password or account, either with or without Your knowledge.	0	potentially unfair
You consent to the collection, retention, use, and sharing of this information as set forth in Our Privacy Policy.	0	potentially unfair
We reserve the right, at Our discretion, to modify, add, or discontinue the Grindr Services or any portion thereof, at any time, for any reason, and without liability to You except as provided in this Section 6.	0	potentially unfair
However, We reserve the right to make such modifications, additions, or discontinuances without such notice if needed to comply with law, protect or enforce legal rights, or otherwise to address or prevent an emergency.	0	potentially unfair
We reserve the right at any time to charge fees for access to all or portions of the Grindr Services and change any such pricing at any time provided that any changes will not affect the fees for any Premium Services that You have already paid for.	0	potentially unfair
WE MAY DELETE YOUR SUBMISSIONS AND WE MAY BAN YOUR ACCOUNT.	1	clearly unfair
Grindr may require that You delete, or Grindr may delete, any User Content (as defined below) at any time for any reason, or no reason whatsoever.	1	clearly unfair
Any violation of the Guidelines or this Agreement by Your User Content, as determined by Grindr, may result in Your User Account being banned and may lead to the termination of Your access to the Grindr Services.	0	potentially unfair
Any promotional program may be terminated or modified by Grindr at any time in Our sole discretion.	0	potentially unfair
Grindr may manage, regulate, control, modify or eliminate Microtransactions and/or add-on features at any time.	0	potentially unfair
Grindr shall have no liability to You or any third party in the event that Grindr exercises any such rights.	0	potentially unfair
ACCORDINGLY, GRINDR ALSO RESERVES THE RIGHT TO (A) DISABLE ANY USER’S USE OF OR ACCESS TO THE GRINDR SERVICES, INCLUDING THE LOCATION INFORMATION OR PROFILES OF OTHER USERS OR (B) TERMINATE ANY USER’S ACCOUNT, FOR ANY REASON AND WITHOUT ANY NOTICE OR OUR BEING LIABLE TO YOU.	1	clearly unfair
REFUNDS WILL ONLY BE GIVEN WHERE EXPRESSLY PROVIDED IN THIS AGREEMENT.	0	potentially unfair
You agree that Grindr will not be responsible for any loss or damage incurred as the result of any such interactions.	0	potentially unfair
Grindr may suspend or terminate any User Account You have with the Grindr Services or Your access to or use of the Grindr Services or any portion thereof, if Grindr believes that Your profile content or Your conduct within the Grindr Services violates Our Terms of Service or you have otherwise breached this Agreement, or for any other reason, in its sole discretion, subject to Sections 11.4 and 11.5 below.	1	clearly unfair
Grindr may also remove and discard all or any part of Your User Account or any User Content (as defined below), at any time.	1	clearly unfair
You agree that any termination of Your access to the Grindr Services or any User Account You may have or portion thereof may be effected without prior notice (except as provided in Section 11.4 below), and You agree that Grindr will not be liable to You or any third party for any such termination and refunds will only be given where expressly provided in this Agreement (including Section 11.5 below).	0	potentially unfair
For example, We may deactivate Your User Account due to prolonged inactivity.	0	potentially unfair
Without limitation of our other rights, We reserve the right to delete all Your User Content from the Grindr Services upon any termination or cancellation of Your User Account.	0	potentially unfair
If you have paid for a Premium Service, Grindr will give you at least 30 days’ notice of termination of Your access to the Grindr Services or any User Account unless Your profile content or Your conduct within the Grindr Services violates Our Terms of Service or You have otherwise breached this Agreement, in which case Grindr may suspend or terminate Your access to the Grindr Services or any User Account immediately.	0	potentially unfair
You understand that when using the Grindr Services, You will be exposed to User Content from a variety of sources, and that Grindr is not responsible for the accuracy, usefulness, safety, or intellectual property rights of or relating to such User Content.	0	potentially unfair
Grindr assumes no responsibility whatsoever in connection with or arising from User Content.	0	potentially unfair
If at any time Grindr chooses, in its sole discretion, to monitor User Content, Grindr nonetheless assumes no responsibility for the content of the User Content, no obligation to modify or remove any inappropriate User Content, and no responsibility for the conduct of the User submitting User Content.	0	potentially unfair
Nonetheless, Grindr reserves the right to prevent You from submitting User Content and to edit, restrict or remove User Content for any reason at any time.	1	clearly unfair
You agree that Grindr will not be responsible or liable for any loss or damage of any sort incurred as the result of any such dealings or as the result of the presence of such advertisers on the Grindr Services.	0	potentially unfair
Grindr does not assume any responsibility or liability for the actions, product, and content of all these and any other third parties.	0	potentially unfair
You agree that Grindr will not be liable to You for any such upgrades.	0	potentially unfair
YOU ACKNOWLEDGE AND AGREE THAT, TO THE FULLEST EXTENT PERMITTED BY APPLICABLE LAW, UNDER NO CIRCUMSTANCES, INCLUDING NEGLIGENCE, WILL GRINDR (WHICH INCLUDES, FOR PURPOSES OF THIS SECTION 18, ITS AFFILIATES, CONTRACTORS, EMPLOYEES, AGENTS, OR THIRD-PARTY LICENSORS OR SUPPLIERS) BE LIABLE TO YOU FOR ANY SPECIAL, INDIRECT, INCIDENTAL, PUNITIVE, RELIANCE, CONSEQUENTIAL, OR EXEMPLARY DAMAGES RELATED TO OR RESULTING FROM: (A) YOUR USE OF THE GRINDR SERVICES; (B) OUR DISCLOSURE, DISPLAY, OR MAINTENANCE OF YOUR LOCATION INFORMATION; (C) YOUR USE OR INABILITY TO USE THE GRINDR SERVICES; (D) THE GRINDR SERVICES GENERALLY (INCLUDING THE GRINDR SOFTWARE) OR SYSTEMS THAT MAKE THE GRINDR SERVICES AVAILABLE; OR (E) ANY OTHER INTERACTIONS WITH GRINDR OR ANY OTHER USER OF THE GRINDR SERVICES, EVEN IF GRINDR OR A GRINDR AUTHORIZED REPRESENTATIVE HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.	0	potentially unfair
YOU AGREE THAT THE LIMITATIONS OF LIABILITY SET FORTH IN THIS SECTION WILL SURVIVE ANY TERMINATION OR EXPIRATION OF THIS AGREEMENT AND, TO THE EXTENT PERMITTED BY LAW, WILL APPLY EVEN IF ANY LIMITED REMEDY SPECIFIED HEREIN IS FOUND TO HAVE FAILED OF ITS ESSENTIAL PURPOSE.	0	potentially unfair
YOU ACKNOWLEDGE AND AGREE THAT, TO THE FULLEST EXTENT PERMITTED BY APPLICABLE LAW, UNDER NO CIRCUMSTANCES, INCLUDING NEGLIGENCE, WILL GRINDR (WHICH INCLUDES, FOR PURPOSES OF THIS SECTION 18, ITS AFFILIATES, CONTRACTORS, EMPLOYEES, AGENTS, OR THIRD-PARTY LICENSORS OR SUPPLIERS) BE LIABLE TO YOU FOR ANY SPECIAL, INDIRECT, INCIDENTAL, PUNITIVE, RELIANCE, CONSEQUENTIAL, OR EXEMPLARY DAMAGES RELATED TO OR RESULTING FROM: (A) YOUR USE OF THE GRINDR SERVICES; (B) OUR DISCLOSURE, DISPLAY, OR MAINTENANCE OF YOUR LOCATION INFORMATION; (C) YOUR USE OR INABILITY TO USE THE GRINDR SERVICES; (D) THE GRINDR SERVICES GENERALLY (INCLUDING THE GRINDR SOFTWARE) OR SYSTEMS THAT MAKE THE GRINDR SERVICES AVAILABLE; OR (E) ANY OTHER INTERACTIONS WITH GRINDR OR ANY OTHER USER OF THE GRINDR SERVICES, EVEN IF GRINDR OR A GRINDR AUTHORIZED REPRESENTATIVE HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.	0	potentially unfair
YOU AGREE THAT THE LIMITATIONS OF LIABILITY SET FORTH IN THIS SECTION WILL SURVIVE ANY TERMINATION OR EXPIRATION OF THIS AGREEMENT AND, TO THE EXTENT PERMITTED BY LAW, WILL APPLY EVEN IF ANY LIMITED REMEDY SPECIFIED HEREIN IS FOUND TO HAVE FAILED OF ITS ESSENTIAL PURPOSE.	0	potentially unfair
IN NO EVENT SHALL GRINDR’S (OR ITS AFFILIATES’, CONTRACTORS’, EMPLOYEES’, AGENTS’, SUPPLIERS’, OR THIRD-PARTY LICENSORS’ OR SUPPLIERS’) TOTAL LIABILITY TO YOU FOR ALL DAMAGES, LOSSES, AND CAUSES OF ACTION ARISING OUT OF OR RELATING TO THIS AGREEMENT OR YOUR USE OF THE GRINDR SERVICES (WHETHER IN CONTRACT, TORT (INCLUDING NEGLIGENCE), WARRANTY, OR OTHERWISE) EXCEED THE AMOUNTS PAID BY YOU FOR ACCESSING THE GRINDR SERVICES DURING THE TWELVE (12) MONTHS IMMEDIATELY PRECEDING THE DATE OF YOUR CLAIM OR FIFTY DOLLARS, WHICHEVER IS GREATER.	0	potentially unfair
To the fullest extent permitted by applicable law, You hereby release and forever discharge Us (and Our officers, employees, agents, successors, and assigns) from, and hereby waive and relinquish, each and every past, present and future dispute, claim, controversy, demand, right, obligation, liability, action and cause of action of every kind and nature (including personal injuries, emotional distress, identity theft, death, and property loss and damage), that has arisen or arises directly or indirectly out of, or relates directly or indirectly to, (1) any interactions with, or act or omission of, or User Content provided by, other Grindr Services Users or (2) any third-party site, products, services, and links included on or accessed through the Grindr Service.	0	potentially unfair
You and We agree that United States federal law including the Federal Arbitration Act, and (to the extent not inconsistent with or pre-empted by federal law) the laws of the State of California, USA, without regard to conflict of laws principles, will govern all Covered Dispute Matters, except as may be expressly provided in the Special Terms.	0	potentially unfair
You and We agree that this Agreement and each of its parts evidence a transaction involving interstate commerce, and the Federal Arbitration Act applies in all cases and governs the interpretation and enforcement of the arbitration rules and arbitration proceedings.	1	clearly unfair
Any Covered Dispute Matter must be asserted individually in binding arbitration administered by the American Arbitration Association (“AAA”) in accordance with its Consumer Arbitration Rules (including utilizing desk, phone or video conference proceedings where appropriate and permitted to mitigate costs of travel).	0	potentially unfair
You and We agree that the arbitrator, and not any federal, international, state, or local court or agency, shall have exclusive authority to resolve any dispute relating to the interpretation, applicability, enforceability or formation of this Agreement, including any claim that all or any part of this Agreement is void or voidable or a particular claim is subject to arbitration.	0	potentially unfair
You and We agree that the arbitrator’s award shall be final and binding, and judgment on the award rendered by the arbitrator may be entered in any court having jurisdiction thereof.	0	potentially unfair
Unless You and We agree otherwise and except as described in Section 21.6.2 (Small Claims Court), in the event that the agreement to arbitrate above is found not to apply to You or to a particular claim or dispute, either as a result of Your decision to opt out of the agreement to arbitrate, as a result of a decision by the arbitrator or a court order, or because You are an international user to which this agreement to arbitrate does not apply, You agree (except as otherwise provided by law) that any claim or dispute that has arisen or may arise between You and Grindr must be resolved exclusively by a state or federal court located in Los Angeles County, California.	1	clearly unfair
You and Grindr agree to submit to the exclusive personal jurisdiction of the courts located within Los Angeles County, California for the purpose of litigating all such claims or disputes.	1	clearly unfair
YOU MAY OPT-OUT OF ARBITRATION.	0	potentially unfair
IF YOU ARE A NEW GRINDR USER, YOU CAN CHOOSE TO REJECT THE AGREEMENT TO ARBITRATE PROVISION (“OPT-OUT”) BY EMAILING US AN OPT-OUT NOTICE TO ARBITRATIONOPTOUT@GRINDR.COM (“OPT-OUT NOTICE”) OR REGULAR MAIL TO: Grindr LLC, PO Box 69176, West Hollywood, CA 90069.	0	potentially unfair
Grindr will promptly terminate without notice the accounts of Users that are determined by Grindr to be “repeat infringers.”	0	potentially unfair
Note that we reserve the right to terminate accounts for a single infringement as well pursuant to Section 8.3.)	0	potentially unfair
Nothing in this Agreement excludes or limits Grindr's (or its affiliated companies', contractors', subcontractors', directors', officers', employees', agents', third party suppliers' or licensors') liability for death or personal injury arising from Our negligence, or fraud or fraudulent misrepresentation, or any other liability that cannot be excluded or limited by applicable law.	0	potentially unfair
IF YOU ARE A RESIDENT OF THE UNITED KINGDOM AND SUBJECT TO THE ALTERNATIVE DISPUTE RESOLUTION DIRECTIVE (2013/11/EU) AND THE ONLINE DISPUTE RESOLUTION REGULATION (EU 524/2013) (AND ANY IMPLEMENTING REGULATIONS IN EACH MEMBER STATE OF THE EU), THE AGREEMENT TO ARBITRATE IN SECTION 21 WILL NOT APPLY TO YOU BUT THE PROVISIONS OF SECTION 21.8 (JUDICIAL FORUM FOR LEGAL DISPUTES) WILL APPLY, EXCEPT AS OTHERWISE REQUIRED BY LAW.	2	clearly fair
As a consumer, You will benefit from any mandatory provisions of the law of the country in which You are a resident.	2	clearly fair
Nothing in these terms and conditions, including, without limitation, Section 21, affects Your rights as a consumer to rely on such mandatory provisions of local law.	2	clearly fair
But by entering into this Agreement or otherwise, Grindr does not consent to the jurisdiction of any courts other than those referenced in Section 21 and reserves the right to contest that it is not subject to the jurisdiction of any other court.	1	clearly unfair
Nothing in this Agreement excludes or limits Grindr’s (or its affiliated companies’, contractors’, subcontractors’, directors’, officers’, employees’, agents’, third party suppliers’ or licensors’) liability to the extent that it cannot be excluded or limited by applicable law.	0	potentially unfair
IF YOU ARE A RESIDENT OF THE EUROPEAN UNION AND SUBJECT TO THE ALTERNATIVE DISPUTE RESOLUTION DIRECTIVE (2013/11/EU) AND THE ONLINE DISPUTE RESOLUTION REGULATION (EU 524/2013) (AND ANY IMPLEMENTING REGULATIONS IN EACH MEMBER STATE OF THE EU), THE AGREEMENT TO ARBITRATE IN SECTION 21 WILL NOT APPLY TO YOU BUT THE PROVISIONS OF SECTION 21.8 (JUDICIAL FORUM FOR LEGAL DISPUTES) WILL APPLY, EXCEPT AS OTHERWISE REQUIRED BY LAW.	2	clearly fair
As a consumer, You will benefit from any mandatory provisions of the law of the country in which You are resident.	2	clearly fair
Nothing in these terms and conditions, including, without limitation, Section 21, affects Your rights as a consumer to rely on such mandatory provisions of local law.	2	clearly fair
But by entering into this Agreement or otherwise, Grindr does not consent to the jurisdiction of any courts other than those referenced in Section 21 and reserves the right to contest that it is not subject to the jurisdiction of any other court.	1	clearly unfair
Grindr may only terminate Your account if You breach this Agreement or violate the law.	0	potentially unfair
Any dispute procedure deriving from this Agreement will be resolved by a competent Court of the relevant User’s address.	2	clearly fair
We reserve the right to modify, at Our sole discretion, any of the provisions contemplated in this Agreement at any time and for any reason whatsoever, regardless of Your previous approval.	0	potentially unfair
When you use our Services you agree to all of these terms.	0	potentially unfair
You agree that by clicking “Join Now”, “Join LinkedIn”, “Sign Up” or similar, registering, accessing or using our services (described below), you are agreeing to enter into a legally binding contract with LinkedIn (even if you are using our Services on behalf of a company).	0	potentially unfair
We may make changes to the Contract.	0	potentially unfair
We may modify this Contract, our Privacy Policy and our Cookies Policy from time to time.	0	potentially unfair
Your continued use of our Services after we publish or send a notice about our changes to these terms means that you are consenting to the updated terms as of their effective date.	0	potentially unfair
We are not obligated to publish any information or content on our Service and can remove it with or without notice.	1	clearly unfair
We may change or end any Service or modify our prices prospectively.	1	clearly unfair
We may change, suspend or discontinue any of our Services.	1	clearly unfair
We may also modify our prices effective prospectively upon reasonable notice to the extent allowed under the law.	0	potentially unfair
You agree that we are not responsible for others’ (including other Members’) content or information.	0	potentially unfair
We cannot always prevent this misuse of our Services, and you agree that we are not responsible for any such misuse.	0	potentially unfair
LinkedIn reserves the right to limit your use of the Services, including the number of your connections and your ability to contact other Members.	0	potentially unfair
LinkedIn reserves the right to restrict, suspend, or terminate your account if you breach this Contract or the law or are misusing the Services (e.g., violating any of the Dos and Don’ts or Professional Community Policies).	0	potentially unfair
TO THE FULLEST EXTENT PERMITTED BY LAW (AND UNLESS LINKEDIN HAS ENTERED INTO A SEPARATE WRITTEN AGREEMENT THAT OVERRIDES THIS CONTRACT), LINKEDIN, INCLUDING ITS AFFILIATES, WILL NOT BE LIABLE IN CONNECTION WITH THIS CONTRACT FOR LOST PROFITS OR LOST BUSINESS OPPORTUNITIES, REPUTATION (E.G., OFFENSIVE OR DEFAMATORY STATEMENTS), LOSS OF DATA (E.G., DOWN TIME OR LOSS, USE OF, OR CHANGES TO, YOUR INFORMATION OR CONTENT) OR ANY INDIRECT, INCIDENTAL, CONSEQUENTIAL, SPECIAL OR PUNITIVE DAMAGES.	0	potentially unfair
LINKEDIN AND ITS AFFILIATES WILL NOT BE LIABLE TO YOU IN CONNECTION WITH THIS CONTRACT FOR ANY AMOUNT THAT EXCEEDS (A) THE TOTAL FEES PAID OR PAYABLE BY YOU TO LINKEDIN FOR THE SERVICES DURING THE TERM OF THIS CONTRACT, IF ANY, OR (B) US $1000.	0	potentially unfair
The limitations of liability in this Section 4 are part of the basis of the bargain between you and LinkedIn and shall apply to all claims of liability (e.g., warranty, tort, negligence, contract and law) even if LinkedIn or its affiliates has been told of the possibility of any such damage, and even if these remedies fail their essential purpose.	0	potentially unfair
These limitations of liability do not apply to liability for death or personal injury or for fraud, gross negligence or intentional misconduct, or in cases of negligence where a material obligation has been breached, a material obligation being such which forms a prerequisite to our delivery of services and on which you may reasonably rely, but only to the extent that the damages were directly caused by the breach and were foreseeable upon conclusion of this Contract and to the extent that they are typical in the context of this Contract.	0	potentially unfair
We can each end this Contract, but some rights and obligations survive.	1	clearly unfair
Both you and LinkedIn may terminate this Contract at any time with notice to the other.	1	clearly unfair
In the unlikely event we end up in a legal dispute, you and LinkedIn agree to resolve it in California courts using California law, or Dublin, Ireland courts using Irish law.	1	clearly unfair
This section shall not deprive you of any mandatory consumer protections under the law of the country to which we direct Services to you, where you have your habitual residence.	2	clearly fair
If you live in the Designated Countries: You and LinkedIn Ireland agree that the laws of Ireland, excluding conflict of laws rules, shall exclusively govern any dispute relating to this Contract and/or the Services.	0	potentially unfair
You and LinkedIn Ireland agree that claims and disputes can be litigated only in Dublin, Ireland, and we each agree to personal jurisdiction of the courts located in Dublin, Ireland.	1	clearly unfair
For others outside of Designated Countries, including those who live outside of the United States: You and LinkedIn agree that the laws of the State of California, U.S.A., excluding its conflict of laws rules, shall exclusively govern any dispute relating to this Contract and/or the Services.	0	potentially unfair
You and LinkedIn both agree that all claims and disputes can be litigated only in the federal or state courts in Santa Clara County, California, USA, and you and LinkedIn each agree to personal jurisdiction in those courts.	1	clearly unfair
By accessing or signing up to receive Communications, you agree to be bound by these Terms.	0	potentially unfair
You understand and agree that Mozilla reserves the right, at its discretion, to review, modify, or remove any Submission that it deems is objectionable or in violation of these Terms.	0	potentially unfair
We may suspend or terminate your access to our Communications at any time for any reason, including, but not limited to, if we reasonably believe: (i) you have violated these Terms, our Acceptable Use Policy, or other relevant policy; (ii) you create risk or possible legal exposure for us; or (iii) our provision of the Communications to you is no longer commercially viable.	0	potentially unfair
EXCEPT AS REQUIRED BY LAW, MOZILLA AND THE INDEMNIFIED PARTIES WILL NOT BE LIABLE FOR ANY INDIRECT, SPECIAL, INCIDENTAL, CONSEQUENTIAL, OR EXEMPLARY DAMAGES ARISING OUT OF OR IN ANY WAY RELATING TO THESE TERMS OR THE USE OF OR INABILITY TO USE THE COMMUNICATIONS, INCLUDING WITHOUT LIMITATION DIRECT AND INDIRECT DAMAGES FOR LOSS OF GOODWILL, WORK STOPPAGE, LOST PROFITS, LOSS OF DATA, AND COMPUTER FAILURE OR MALFUNCTION, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES AND REGARDLESS OF THE THEORY (CONTRACT, TORT, OR OTHERWISE) UPON WHICH SUCH CLAIM IS BASED.	0	potentially unfair
THE COLLECTIVE LIABILITY OF MOZILLA AND THE INDEMNIFIED PARTIES UNDER THIS AGREEMENT WILL NOT EXCEED $500 (FIVE HUNDRED DOLLARS).	0	potentially unfair
SOME JURISDICTIONS DO NOT ALLOW THE EXCLUSION OR LIMITATION OF INCIDENTAL, CONSEQUENTIAL, OR SPECIAL DAMAGES, SO THIS EXCLUSION AND LIMITATION MAY NOT APPLY TO YOU.	0	potentially unfair
We may update these Terms from time to time to address a new feature of the Communications or to clarify a provision.	0	potentially unfair
Your continued use of our Communications after the effective date of such changes constitutes your acceptance of such changes.	0	potentially unfair
The Communications and these Terms are governed by the laws of the state of California, U.S.A., excluding its conflict of law provisions.	0	potentially unfair
All claims and disputes arising out of the Communications or these Terms shall be brought exclusively in the courts of Santa Clara County, California, and you consent to personal jurisdiction in those courts.	1	clearly unfair
By accessing or using Pinterest, you agree to be bound by these Terms, our Privacy Policy, our Cookies Policy and our Community Guidelines.	0	potentially unfair
We reserve the right to remove or modify User Content, or change the way it’s used in Pinterest, for any reason.	1	clearly unfair
This includes User Content that we believe violates these Terms, our Community Guidelines, or any other policies.	0	potentially unfair
Pinterest may terminate or suspend your right to access or use Pinterest for any reason on appropriate notice.	1	clearly unfair
We may terminate or suspend your access immediately and without notice if we have a good reason, including any violation of our Community Guidelines.	0	potentially unfair
Pinterest takes no responsibility and assumes no liability for any User Content that you or any other person or third party posts or sends using our Service.	0	potentially unfair
If you're a consumer in the EEA, we don’t exclude or limit any liability for gross negligence, intent, or death or personal injury caused by our negligence or willful misconduct.	2	clearly fair
TO THE MAXIMUM EXTENT PERMITTED BY LAW, PINTEREST SHALL NOT BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, CONSEQUENTIAL OR PUNITIVE DAMAGES, OR ANY LOSS OF PROFITS OR REVENUES, WHETHER INCURRED DIRECTLY OR INDIRECTLY, OR ANY LOSS OF DATA, USE, GOODWILL, OR OTHER INTANGIBLE LOSSES, RESULTING FROM (A) YOUR ACCESS TO OR USE OF OR INABILITY TO ACCESS OR USE THE SERVICE; (B) ANY CONDUCT OR CONTENT OF ANY THIRD PARTY ON THE SERVICE, INCLUDING WITHOUT LIMITATION, ANY DEFAMATORY, OFFENSIVE OR ILLEGAL CONDUCT OF OTHER USERS OR THIRD PARTIES; OR (C) UNAUTHORIZED ACCESS, USE OR ALTERATION OF YOUR TRANSMISSIONS OR CONTENT.	0	potentially unfair
IN NO EVENT SHALL PINTEREST'S AGGREGATE LIABILITY FOR ALL CLAIMS RELATING TO THE SERVICE EXCEED ONE HUNDRED U.S. DOLLARS (U.S. $100.00).	0	potentially unfair
If we cause damage to you and you're a consumer in the EEA, the above doesn’t apply.	2	clearly fair
Instead, Pinterest’s liability will be limited to foreseeable damages arising due to a breach of material contractual obligations typical for this type of contract.	0	potentially unfair
Pinterest isn’t liable for damages that result from a non-material breach of any other applicable duty of care.	0	potentially unfair
This limitation of liability won’t apply to any statutory liability that cannot be limited, to liability for death or personal injury caused by our negligence or willful misconduct, or if and to exclude our responsibility for something we have specifically promised to you.	0	potentially unfair
We're not liable for various things.	0	potentially unfair
If Pinterest hasn’t been able to resolve the dispute with you informally, we each agree to resolve any claim, dispute, or controversy (excluding claims for injunctive or other equitable relief) arising out of or in connection with or relating to these Terms through binding arbitration or (for qualifying claims) in small claims court.	0	potentially unfair
You agree that, by agreeing to these Terms of Service, the U.S. Federal Arbitration Act governs the interpretation and enforcement of this provision, and that you and Pinterest are each waiving the right to a trial by jury or to participate in a class action.	0	potentially unfair
The arbitrator has exclusive authority to resolve any dispute relating to the interpretation, applicability, or enforceability of this binding arbitration agreement.	0	potentially unfair
These Terms shall be governed by the laws of the State of California, without respect to its conflict of laws principles.	0	potentially unfair
If you are not a consumer in the EEA, the exclusive place of jurisdiction for all disputes arising from or in connection with this agreement is San Francisco County, California, or the United States District Court for the Northern District of California and our dispute will be determined under California law.	1	clearly unfair
If you are a consumer in the EEA, this won’t deprive you of any protection you have under the law of the country where you live and access to the courts in that country.	2	clearly fair
If you are a consumer in the EEA, you can sue us in your home courts.	2	clearly fair
We may revise these Terms from time to time and the most current version will always be posted on our website.	0	potentially unfair
