uid	sentence	label	label_name	tree
4364	he can talk and drive around all by himself .	1	Objective	(20 (24 (25 (41 he) (3 (28 (3 (62 can) (59 talk)) (76 and)) (45 drive))) (1 (49 around) (56 all))) (31 (1 (49 by) (56 himself)) (77 .)))
1624	"""circuit queens won't learn a thing , they'll be too busy cursing the film's strategically placed white sheets ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (41 circuit) (3 (62 queens) (3 (62 won) (3 (6 (28 (38 ') (67 t)) (57 learn)) (27 (81 a) (64 thing)))))) (1 (39 ,) (24 (25 (41 they) (3 (6 (28 (38 ') (67 ll)) (57 be)) (27 (27 (37 too) (71 busy)) (44 [UNK])))) (1 (13 (43 the) (69 film)) (3 (28 (38 ') (67 s)) (45 [UNK])))))) (31 (1 (49 placed) (27 (90 white) (61 [UNK]))) (77 .)))) (55 ""))"
2988	"""the people in dogtown and z-boys are so funny , aggressive and alive , you have to watch them because you can't wait to see what they do next ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (13 (43 the) (11 (65 people) (12 (74 in) (27 (35 [UNK]) (8 (8 (76 and) (35 [UNK])) (8 (66 -) (50 boys))))))) (3 (89 are) (27 (27 (37 so) (71 funny)) (8 (70 ,) (15 (82 aggressive) (8 (76 and) (82 alive))))))) (1 (39 ,) (25 (41 you) (3 (6 (28 (40 have) (73 to)) (57 watch)) (83 them))))) (31 (1 (39 because) (25 (13 (25 (41 you) (3 (6 (28 (3 (62 can) (3 (28 (38 ') (67 t)) (45 wait))) (73 to)) (57 see)) (83 what))) (41 they)) (3 (89 do) (45 next)))) (77 .)))) (55 ""))"
4711	"""although forcibly baptized , the sisters are chased through christendom until they arrive in venice ."""	1	Objective	"(20 (20 (55 "") (20 (24 (25 (85 although) (27 (61 [UNK]) (35 [UNK]))) (1 (39 ,) (25 (13 (43 the) (69 sisters)) (3 (89 are) (45 [UNK]))))) (31 (1 (49 through) (27 (44 [UNK]) (1 (39 until) (25 (41 they) (3 (59 arrive) (1 (49 in) (61 [UNK]))))))) (77 .)))) (55 ""))"
3543	"""a mythic motorcycle tale of father and son """" , this is the story of manuel galloway ( fishburne ) , also known as """" the king of cali """" , the president of a motorcycle club whose members are all african-american men , mostly white-collar workers who exchange their suits and ties at night and on weekends for leather outfits and motorcycle helmets ."""	1	Objective	"(20
  (20
    (55 "")
    (20
      (24 (25 (29 (52 a) (61 [UNK])) (2 (68 motorcycle) (11 (65 tale) (12 (74 of) (27 (54 father) (8 (76 and) (82 son))))))) (1 (55 "") (55 "")))
      (31 (1 (39 ,) (24 (25 (13 (24 (25 (41 this) (3 (89 is) (27 (81 the) (11 (65 story) (12 (74 of) (27 (35 [UNK]) (8 (8 (42 [UNK]) (8 (70 () (61 [UNK]))) (34 ))))))))) (1 (39 ,) (25 (86 also) (94 known)))) (39 as)) (3 (28 (55 "") (55 "")) (27 (81 the) (11 (65 king) (12 (74 of) (27 (44 [UNK]) (1 (55 "") (55 "")))))))) (1 (39 ,) (24 (25 (13 (27 (81 the) (11 (65 president) (12 (74 of) (27 (52 a) (2 (32 motorcycle) (84 club)))))) (13 (43 whose) (69 members))) (3 (89 are) (27 (52 all) (2 (95 african) (10 (66 -) (2 (32 american) (84 men))))))) (1 (39 ,) (24 (25 (13 (27 (52 mostly) (2 (68 white) (8 (66 -) (23 (50 collar) (84 workers))))) (48 who)) (3 (6 (28 (3 (89 exchange) (27 (46 their) (51 suits))) (76 and)) (57 ties)) (27 (37 at) (71 night)))) (1 (39 and) (25 (49 on) (0 (44 [UNK]) (12 (74 for) (27 (35 [UNK]) (8 (8 (42 [UNK]) (8 (76 and) (82 motorcycle))) (42 [UNK]))))))))))))) (77 .))))
  (55 ""))"
3445	"""when dwindling membership and increasing overheads makes a local bowling club and prime candidate for a takeover , it's all hands on deck to save the club , in what turns into an epic battle where young meets old , greed meets good and people rise to the occasion in extraordinary circumstances ."""	1	Objective	"(20 (20 (55 "") (20 (24 (25 (13 (24 (25 (88 when) (24 (25 (13 (61 [UNK]) (8 (8 (42 [UNK]) (8 (76 and) (82 increasing))) (42 [UNK]))) (3 (89 makes) (27 (27 (52 a) (2 (95 local) (2 (32 bowling) (84 club)))) (8 (76 and) (2 (32 prime) (42 [UNK])))))) (1 (49 for) (27 (81 a) (61 [UNK]))))) (1 (39 ,) (25 (41 it) (3 (28 (38 ') (67 s)) (27 (46 all) (51 hands)))))) (39 on)) (3 (6 (28 (40 deck) (73 to)) (57 save)) (27 (81 the) (64 club)))) (1 (39 ,) (25 (13 (88 in) (80 what)) (3 (59 turns) (1 (49 into) (27 (52 an) (2 (32 epic) (84 battle)))))))) (31 (1 (39 where) (25 (13 (90 young) (15 (82 meets) (8 (63 old) (8 (70 ,) (15 (82 greed) (8 (28 (3 (89 meets) (45 good)) (76 and)) (51 people))))))) (3 (28 (40 rise) (73 to)) (27 (43 the) (0 (44 [UNK]) (12 (74 in) (27 (53 extraordinary) (92 circumstances)))))))) (77 .)))) (55 ""))"
1343	"""while general audiences might not come away with a greater knowledge of the facts of cuban music , they'll be treated to an impressive and highly entertaining celebration of its sounds ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (13 (88 while) (27 (53 general) (92 audiences))) (3 (6 (28 (89 might) (86 not)) (57 come)) (83 away))) (1 (49 with) (27 (52 a) (2 (42 [UNK]) (11 (65 knowledge) (12 (74 of) (27 (81 the) (11 (65 facts) (12 (74 of) (27 (53 cuban) (92 music))))))))))) (31 (1 (39 ,) (25 (41 they) (3 (28 (3 (6 (28 (38 ') (67 ll)) (57 be)) (83 treated)) (73 to)) (27 (52 an) (2 (68 impressive) (8 (76 and) (2 (95 highly) (2 (68 entertaining) (11 (65 celebration) (12 (74 of) (27 (46 its) (51 sounds)))))))))))) (77 .)))) (55 ""))"
953	"""it's also clear from the start that the transporter is running purely on adrenaline , and once the initial high wears off , the film's shortcomings start to shine through ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (41 it) (3 (28 (28 (38 ') (67 s)) (86 also)) (45 clear))) (1 (49 from) (27 (81 the) (64 start)))) (31 (1 (39 that) (24 (25 (13 (43 the) (42 [UNK])) (3 (89 is) (45 running))) (1 (18 (60 purely) (12 (74 on) (27 (56 adrenaline) (1 (39 ,) (24 (25 (13 (76 and) (13 (88 once) (22 (43 the) (2 (32 initial) (84 high))))) (3 (59 wears) (47 off))) (1 (39 ,) (24 (25 (13 (43 the) (69 film)) (3 (28 (38 ') (67 s)) (45 shortcomings))) (1 (28 (40 start) (73 to)) (35 [UNK]))))))))) (78 through)))) (77 .)))) (55 ""))"
1823	"""this is a movie filled with unlikable , spiteful idiots ; whether or not their friendship is salvaged makes no difference in the least ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (41 this) (3 (89 is) (27 (81 a) (64 movie)))) (1 (18 (60 filled) (12 (74 with) (27 (54 unlikable) (8 (8 (70 ,) (61 [UNK])) (42 [UNK]))))) (1 (39 ;) (25 (13 (88 whether) (25 (88 or) (25 (85 not) (27 (46 their) (51 friendship))))) (3 (89 is) (45 [UNK])))))) (31 (1 (49 makes) (27 (81 no) (11 (65 difference) (12 (74 in) (27 (81 the) (64 least)))))) (77 .)))) (55 ""))"
1424	"""mike leigh mainstay timothy spall deftly shades in the designated goner , fellow still crazy alum bill nighy is sweetly wispy as the capable fop , and anger-management counselor olivia williams trembles pleasantly as usual ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (13 (15 (82 mike) (8 (70 leigh) (61 [UNK]))) (8 (21 (8 (21 (8 (8 (63 timothy) (8 (42 [UNK]) (8 (63 deftly) (8 (44 [UNK]) (1 (49 in) (27 (81 the) (61 [UNK]))))))) (42 [UNK])) (70 ,)) (27 (52 fellow) (2 (95 still) (2 (32 crazy) (42 [UNK]))))) (70 bill)) (44 [UNK]))) (3 (89 is) (27 (90 sweetly) (61 [UNK])))) (1 (49 as) (27 (52 the) (2 (32 capable) (42 [UNK]))))) (31 (1 (39 ,) (24 (25 (13 (76 and) (13 (27 (54 anger) (8 (8 (66 -) (23 (61 [UNK]) (63 counselor))) (42 [UNK]))) (48 williams))) (35 [UNK])) (1 (49 pleasantly) (27 (37 as) (71 usual))))) (77 .)))) (55 ""))"
4726	"""an amalgam of several edgar allan poe stories , and a mixture of comedy , horror and musical genres ."""	1	Objective	"(20 (20 (55 "") (20 (24 (25 (27 (52 an) (0 (44 [UNK]) (12 (74 of) (27 (52 several) (2 (95 edgar) (2 (61 [UNK]) (35 [UNK]))))))) (79 stories)) (1 (39 ,) (25 (85 and) (27 (81 a) (11 (65 mixture) (12 (74 of) (27 (54 comedy) (8 (70 ,) (15 (82 horror) (8 (76 and) (2 (32 musical) (42 [UNK])))))))))))) (77 .))) (55 ""))"
291	scenes in which the band grooves with modern musicians montell jordan and joan osborne singing covers are spectacular .	0	Subjective	(20 (24 (25 (18 (60 scenes) (12 (74 in) (27 (33 which) (27 (81 the) (64 band))))) (0 (44 [UNK]) (12 (74 with) (27 (53 modern) (92 musicians))))) (1 (42 [UNK]) (15 (82 jordan) (8 (8 (76 and) (82 joan)) (42 [UNK]))))) (31 (1 (49 singing) (27 (80 covers) (28 (89 are) (86 spectacular)))) (77 .)))
992	"""truth is stranger than fiction , so the old saying goes . in 'catch me if you can , ' it's also more entertaining ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (41 truth) (3 (89 is) (45 stranger))) (1 (49 than) (56 fiction))) (31 (1 (39 ,) (24 (25 (13 (88 so) (22 (43 the) (2 (32 old) (84 saying)))) (3 (59 goes) (1 (39 .) (24 (25 (13 (85 in) (38 ')) (3 (59 catch) (47 me))) (1 (13 (88 if) (80 you)) (89 can)))))) (1 (39 ,) (25 (38 ') (25 (41 it) (3 (6 (28 (38 ') (67 s)) (57 also)) (27 (37 more) (71 entertaining)))))))) (77 .)))) (55 ""))"
5160	four friends journey down life's paths to find out whether god or society has the right to decide the good or the evil .	1	Objective	(20 (24 (25 (27 (53 four) (92 friends)) (79 journey)) (1 (49 down) (27 (56 life) (3 (6 (28 (3 (28 (38 ') (67 s)) (45 paths)) (73 to)) (57 find)) (83 out))))) (31 (1 (39 whether) (25 (88 god) (24 (25 (13 (88 or) (80 society)) (3 (6 (28 (3 (89 has) (27 (81 the) (64 right))) (73 to)) (57 decide)) (27 (81 the) (64 good)))) (1 (49 or) (27 (81 the) (64 evil)))))) (77 .)))
2628	this stuck pig of a movie flails limply between bizarre comedy and pallid horror .	0	Subjective	(20 (24 (25 (22 (43 this) (2 (68 stuck) (0 (44 [UNK]) (12 (74 of) (27 (81 a) (64 movie)))))) (16 (61 [UNK]) (0 (44 [UNK]) (12 (74 between) (27 (53 bizarre) (92 comedy)))))) (1 (8 (76 and) (35 [UNK])) (78 horror))) (77 .))
5744	things turn nasty when the casino director ( alec baldwin ) tries to break up the romance .	1	Objective	(20 (24 (25 (41 things) (3 (59 turn) (47 nasty))) (1 (39 when) (25 (22 (43 the) (2 (68 casino) (8 (5 (8 (63 director) (8 (70 () (61 [UNK]))) (92 baldwin)) (34 ))))) (3 (28 (40 tries) (73 to)) (45 break))))) (31 (1 (49 up) (27 (81 the) (64 romance))) (77 .)))
764	"""director lee has a true cinematic knack , but it's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (13 (90 director) (92 lee)) (3 (89 has) (27 (52 a) (2 (95 true) (2 (32 cinematic) (84 knack)))))) (1 (39 ,) (24 (25 (13 (88 but) (80 it)) (3 (6 (28 (3 (28 (28 (38 ') (67 s)) (86 also)) (45 nice)) (73 to)) (57 see)) (27 (81 a) (64 movie)))) (1 (49 with) (27 (52 its) (2 (68 heart) (8 (70 so) (15 (82 thoroughly) (8 (70 ,) (82 unabashedly)))))))))) (31 (1 (49 on) (27 (46 its) (42 [UNK]))) (77 .)))) (55 ""))"
933	hilarious musical comedy though stymied by accents thick as mud .	0	Subjective	(20 (24 (25 (25 (27 (52 hilarious) (2 (32 musical) (84 comedy))) (79 though)) (44 [UNK])) (1 (49 by) (27 (53 accents) (92 thick)))) (31 (1 (37 as) (61 [UNK])) (77 .)))
146	"""as social exposй , skins has its heart in the right place , but that's not much to hang a soap opera on ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (85 as) (27 (90 social) (61 [UNK]))) (1 (39 ,) (24 (25 (41 skins) (3 (89 has) (27 (46 its) (51 heart)))) (1 (49 in) (27 (52 the) (2 (32 right) (84 place))))))) (31 (1 (39 ,) (25 (13 (88 but) (80 that)) (3 (3 (6 (28 (3 (28 (38 ') (67 s)) (27 (37 not) (71 much))) (73 to)) (57 hang)) (27 (52 a) (2 (32 soap) (84 opera)))) (47 on)))) (77 .)))) (55 ""))"
2782	"""it looks closely , insightfully at fragile , complex relationships ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (41 it) (3 (89 looks) (27 (54 closely) (8 (70 ,) (61 [UNK]))))) (1 (49 at) (27 (54 fragile) (8 (39 ,) (2 (32 complex) (84 relationships)))))) (77 .))) (55 ""))"
1729	"""some movies were made for the big screen , some for the small screen , and some , like ballistic : ecks vs . sever , were made for the palm screen ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (13 (90 some) (92 movies)) (3 (89 were) (45 made))) (1 (49 for) (27 (52 the) (2 (32 big) (84 screen))))) (31 (1 (39 ,) (24 (25 (58 some) (1 (49 for) (27 (52 the) (2 (32 small) (84 screen))))) (1 (39 ,) (24 (25 (13 (24 (25 (85 and) (93 some)) (1 (1 (39 ,) (25 (85 like) (27 (54 ballistic) (8 (70 :) (15 (82 ecks) (8 (72 vs) (77 .))))))) (78 sever))) (39 ,)) (3 (89 were) (45 made))) (1 (49 for) (27 (52 the) (2 (44 [UNK]) (84 screen)))))))) (77 .)))) (55 ""))"
4033	"""this is the final straw for roxie , and her constant anger at rejection explodes ."""	1	Objective	"(20 (20 (55 "") (20 (24 (25 (41 this) (3 (89 is) (27 (52 the) (2 (32 final) (42 [UNK]))))) (1 (49 for) (56 roxie))) (31 (1 (39 ,) (25 (88 and) (24 (25 (27 (46 her) (51 constant)) (79 anger)) (1 (49 at) (27 (44 [UNK]) (92 explodes)))))) (77 .)))) (55 ""))"
1231	effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience .	0	Subjective	(20 (24 (25 (41 effectively) (3 (42 [UNK]) (27 (46 our) (51 senses)))) (1 (49 with) (27 (27 (81 the) (64 chilling)) (44 [UNK])))) (31 (1 (76 and) (3 (6 (28 (3 (59 sounds) (1 (49 from) (27 (33 within) (27 (81 the) (64 camp))))) (73 to)) (57 create)) (27 (52 a) (2 (95 completely) (2 (44 [UNK]) (84 experience)))))) (77 .)))
1479	"""jirн hubac's script is a gem . his characters are engaging , intimate and the dialogue is realistic and greatly moving . the scope of the silberstein family is large and we grow attached to their lives , full of strength , warmth and vitality . ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (13 (61 [UNK]) (42 [UNK])) (3 (28 (38 ') (67 s)) (45 script))) (1 (31 (1 (49 is) (27 (81 a) (64 gem))) (77 .)) (24 (25 (27 (46 his) (51 characters)) (3 (89 are) (45 engaging))) (1 (39 ,) (24 (25 (58 intimate) (1 (39 and) (25 (13 (43 the) (69 dialogue)) (3 (89 is) (45 realistic))))) (1 (31 (1 (8 (76 and) (82 greatly)) (78 moving)) (77 .)) (24 (25 (13 (43 the) (11 (65 scope) (12 (74 of) (27 (52 the) (2 (44 [UNK]) (84 family)))))) (3 (89 is) (45 large))) (1 (39 and) (25 (41 we) (3 (28 (3 (59 grow) (47 attached)) (73 to)) (27 (46 their) (51 lives)))))))))))) (31 (1 (39 ,) (25 (18 (60 full) (12 (74 of) (27 (54 strength) (8 (70 ,) (15 (82 warmth) (8 (76 and) (82 vitality))))))) (77 .))) (77 .)))) (55 ""))"
3083	"""with the help of their gay hairdresser ( pop star jordan chan ) and some friends inside the company , the girls become """" irresistibly """" beautiful , and secretly get rehire under new identities ."""	1	Objective	"(20 (20 (55 "") (20 (24 (25 (85 with) (27 (27 (81 the) (11 (65 help) (12 (74 of) (27 (46 their) (2 (32 gay) (42 [UNK])))))) (8 (5 (8 (70 () (15 (82 pop) (8 (70 star) (82 jordan)))) (92 chan)) (34 ))))) (1 (39 and) (24 (25 (13 (43 some) (69 friends)) (1 (49 inside) (27 (81 the) (64 company)))) (1 (39 ,) (24 (25 (13 (43 the) (69 girls)) (3 (89 become) (27 (55 "") (55 "")))) (1 (6 (28 (28 (21 (8 (44 [UNK]) (1 (1 (55 "") (55 "")) (78 beautiful))) (70 ,)) (76 and)) (86 secretly)) (57 get)) (42 [UNK]))))))) (31 (1 (49 under) (27 (53 new) (92 identities))) (77 .)))) (55 ""))"
2495	"""chris columbus , the director , does a real wonderful job of being faithful to the story but also taking it into a cinematic era ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (13 (27 (90 chris) (61 [UNK])) (21 (8 (39 ,) (27 (81 the) (64 director))) (70 ,))) (3 (28 (3 (89 does) (27 (52 a) (2 (95 real) (2 (68 wonderful) (11 (65 job) (12 (74 of) (27 (37 being) (71 faithful)))))))) (73 to)) (27 (81 the) (64 story)))) (1 (39 but) (25 (85 also) (27 (33 taking) (47 it))))) (31 (1 (49 into) (27 (52 a) (2 (32 cinematic) (84 era)))) (77 .)))) (55 ""))"
5103	this is a film version of the play they wrote based on more than 200 interviews they conducted in laramie .	1	Objective	(20 (24 (25 (41 this) (3 (89 is) (27 (81 a) (64 film)))) (1 (18 (60 version) (12 (74 of) (27 (81 the) (64 play)))) (1 (41 they) (59 wrote)))) (31 (1 (18 (60 based) (12 (74 on) (27 (56 more) (1 (39 than) (25 (44 [UNK]) (3 (28 (89 interviews) (86 they)) (45 conducted))))))) (1 (49 in) (56 laramie))) (77 .)))
312	novak contemplates a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama .	0	Subjective	(20 (24 (25 (41 novak) (3 (42 [UNK]) (27 (81 a) (64 heartland)))) (1 (37 so) (61 [UNK]))) (31 (1 (49 by) (27 (81 its) (11 (65 lack) (12 (74 of) (27 (56 purpose) (1 (39 that) (25 (41 it) (3 (89 seeks) (18 (60 excitement) (12 (74 in) (27 (44 [UNK]) (27 (53 high) (92 drama))))))))))))) (77 .)))
5166	two bouty hunters arrive to take prosit along to durango but prosit ascapes with jimmy and make him a lot of promises about a gold mine .	1	Objective	(20 (24 (25 (22 (43 two) (2 (61 [UNK]) (35 [UNK]))) (3 (3 (6 (28 (3 (6 (28 (3 (3 (6 (28 (40 arrive) (73 to)) (57 take)) (83 prosit)) (47 along)) (73 to)) (57 [UNK])) (25 (13 (88 but) (80 prosit)) (3 (59 [UNK]) (1 (49 with) (56 jimmy))))) (76 and)) (57 make)) (83 him)) (27 (81 a) (64 lot)))) (1 (74 of) (56 promises))) (31 (1 (1 (49 about) (27 (81 a) (64 gold))) (78 mine)) (77 .)))
5625	based upon sherman alexie's book of poetry of the same name .	1	Objective	(20 (24 (25 (58 based) (1 (49 upon) (27 (90 sherman) (61 [UNK])))) (1 (28 (38 ') (67 s)) (87 book))) (31 (1 (49 of) (27 (91 poetry) (12 (74 of) (27 (52 the) (2 (32 same) (84 name)))))) (77 .)))
1009	"""it's excessively quirky and a little underconfident in its delivery , but otherwise this is the best 'old neighborhood' project since christopher walken kinda romanced cyndi lauper in the opportunists ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (41 it) (3 (28 (3 (28 (38 ') (67 s)) (27 (37 excessively) (71 quirky))) (76 and)) (27 (52 a) (2 (32 little) (42 [UNK]))))) (1 (49 in) (27 (46 its) (51 delivery)))) (31 (1 (39 ,) (25 (88 but) (24 (25 (13 (88 otherwise) (80 this)) (3 (17 (89 is) (22 (43 the) (2 (95 best) (2 (38 ') (26 (2 (32 old) (84 neighborhood)) (38 ')))))) (14 (84 project) (8 (8 (8 (8 (8 (39 since) (27 (53 christopher) (92 walken))) (42 [UNK])) (42 [UNK])) (42 [UNK])) (42 [UNK]))))) (1 (49 in) (27 (81 the) (61 [UNK])))))) (77 .)))) (55 ""))"
5006	dre is an executive with a hip-hop record company based in new york .	1	Objective	(20 (24 (25 (44 [UNK]) (3 (89 is) (27 (81 an) (64 executive)))) (1 (49 with) (27 (52 a) (2 (68 hip) (8 (66 -) (23 (50 hop) (2 (32 record) (84 company)))))))) (31 (1 (60 based) (12 (74 in) (27 (46 new) (51 york)))) (77 .)))
3708	things get a little awkward when harry suffers a heart attack at the home of marin's mother erica ( keaton ) .	1	Objective	(20 (24 (25 (41 things) (3 (59 get) (27 (52 a) (2 (32 little) (84 awkward))))) (1 (1 (39 when) (25 (41 harry) (3 (59 suffers) (27 (81 a) (64 heart))))) (78 attack))) (31 (1 (49 at) (27 (81 the) (11 (65 home) (12 (74 of) (27 (35 [UNK]) (8 (8 (21 (8 (8 (28 (38 ') (67 s)) (51 mother)) (42 [UNK])) (70 ()) (44 [UNK])) (34 )))))))) (77 .)))
5175	but then nora is revealed and tactics need to be changed .	1	Objective	(20 (24 (25 (13 (88 but) (80 then)) (35 [UNK])) (1 (28 (3 (89 is) (45 revealed)) (76 and)) (87 tactics))) (31 (1 (28 (28 (40 need) (73 to)) (86 be)) (87 changed)) (77 .)))
706	"""sean penn , you owe nicolas cage an apology ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (80 sean) (61 [UNK])) (1 (39 ,) (25 (41 you) (3 (89 owe) (45 [UNK]))))) (31 (1 (49 cage) (27 (52 an) (42 [UNK]))) (77 .)))) (55 ""))"
3691	archeology professor robert burns is on location leading an important dig in the ancient ruins on the far eastern chinese border .	1	Objective	(20 (24 (25 (27 (35 [UNK]) (8 (63 professor) (8 (70 robert) (82 burns)))) (79 is)) (1 (49 on) (27 (33 location) (27 (33 leading) (27 (52 an) (2 (32 important) (84 dig))))))) (31 (1 (49 in) (27 (52 the) (2 (68 ancient) (11 (65 ruins) (12 (74 on) (27 (52 the) (2 (95 far) (2 (95 eastern) (2 (32 chinese) (84 border)))))))))) (77 .)))
2601	the result is mesmerizing -- filled with menace and squalor .	0	Subjective	(20 (24 (25 (13 (43 the) (69 result)) (3 (89 is) (27 (54 mesmerizing) (8 (66 -) (66 -))))) (1 (60 filled) (12 (74 with) (27 (54 menace) (8 (76 and) (35 [UNK])))))) (77 .))
1061	"""hard , endearing , caring , warm . bring tissues ."""	0	Subjective	"(20 (20 (55 "") (20 (27 (54 hard) (8 (70 ,) (15 (82 endearing) (8 (70 ,) (82 caring))))) (31 (1 (39 ,) (25 (27 (72 warm) (77 .)) (3 (89 bring) (45 [UNK])))) (77 .)))) (55 ""))"
5559	"""it just might all be bearable , somehow possible to live through , if it weren't for those damned 'monsters' that keep trying to kill him ."""	1	Objective	"(20 (20 (55 "") (20 (24 (25 (41 it) (3 (62 just) (3 (6 (28 (89 might) (86 all)) (57 be)) (83 [UNK])))) (1 (39 ,) (24 (25 (41 somehow) (3 (6 (28 (40 possible) (73 to)) (57 live)) (83 through))) (1 (39 ,) (24 (25 (13 (88 if) (80 it)) (3 (62 weren) (28 (38 ') (67 t)))) (1 (49 for) (27 (52 those) (2 (95 damned) (2 (38 ') (26 (87 monsters) (38 '))))))))))) (31 (1 (39 that) (25 (41 keep) (3 (6 (28 (40 trying) (73 to)) (57 kill)) (83 him)))) (77 .)))) (55 ""))"
2372	murderous maids pulls no punches in its depiction of the lives of the papin sister and the events that led to their notorious rise to infamy . . .	0	Subjective	(20 (24 (25 (13 (90 murderous) (44 [UNK])) (3 (89 pulls) (27 (81 no) (0 (44 [UNK]) (12 (74 in) (27 (81 its) (11 (65 depiction) (12 (74 of) (27 (81 the) (11 (65 lives) (12 (74 of) (27 (52 the) (2 (44 [UNK]) (84 sister)))))))))))))) (1 (39 and) (24 (25 (13 (27 (81 the) (64 events)) (48 that)) (3 (28 (40 led) (73 to)) (27 (46 their) (51 notorious)))) (1 (28 (40 rise) (73 to)) (35 [UNK]))))) (31 (1 (77 .) (77 .)) (77 .)))
3596	three stories are created by three artists who happen to meet together on the same subway .	1	Objective	(20 (24 (25 (13 (25 (13 (90 three) (92 stories)) (3 (89 are) (18 (60 created) (12 (74 by) (27 (53 three) (92 artists)))))) (75 who)) (3 (6 (28 (40 happen) (73 to)) (57 meet)) (83 together))) (1 (49 on) (27 (52 the) (2 (32 same) (84 subway))))) (77 .))
4744	"""long before the first exorcist , we are taken to the birth of the demon pazuzu , and follow him through his life , eventually bringing us to the middle east where he waits for a victim to use as a vehcile to destroy the world with ."""	1	Objective	"(20 (20 (55 "") (20 (24 (25 (58 long) (1 (39 before) (24 (25 (13 (43 the) (69 first)) (3 (6 (28 (21 (8 (8 (44 [UNK]) (1 (39 ,) (25 (41 we) (3 (28 (3 (89 are) (45 taken)) (73 to)) (27 (81 the) (11 (65 birth) (12 (74 of) (27 (81 the) (64 demon))))))))) (42 [UNK])) (70 ,)) (76 and)) (57 follow)) (83 him))) (1 (49 through) (27 (46 his) (51 life)))))) (1 (1 (39 ,) (25 (41 eventually) (3 (28 (3 (59 bringing) (47 us)) (73 to)) (27 (81 the) (64 middle))))) (78 east))) (31 (1 (25 (13 (88 where) (80 he)) (3 (6 (28 (3 (6 (28 (3 (59 waits) (1 (49 for) (27 (81 a) (64 victim)))) (73 to)) (57 use)) (13 (88 as) (29 (52 a) (61 [UNK])))) (73 to)) (57 destroy)) (27 (81 the) (64 world)))) (49 with)) (77 .)))) (55 ""))"
2384	"""at its heart and most importantly , spirited away concerns a little girl learning to honour her friends and her family by valuing herself ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (85 at) (27 (46 its) (51 heart))) (1 (49 and) (27 (37 most) (71 importantly)))) (31 (1 (39 ,) (25 (13 (50 spirited) (18 (60 away) (12 (74 concerns) (27 (52 a) (2 (32 little) (84 girl)))))) (3 (3 (28 (3 (6 (28 (40 learning) (73 to)) (57 [UNK])) (27 (46 her) (51 friends))) (76 and)) (27 (27 (46 her) (51 family)) (8 (70 by) (61 [UNK])))) (47 herself)))) (77 .)))) (55 ""))"
2063	"""this latest installment of the horror film franchise that is apparently as invulnerable as its trademark villain has arrived for an incongruous summer playoff , demonstrating yet again that the era of the intelligent , well-made b movie is long gone ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (13 (27 (22 (43 this) (2 (68 latest) (11 (65 installment) (12 (74 of) (27 (52 the) (2 (32 horror) (84 film))))))) (69 franchise)) (48 that)) (3 (89 is) (45 apparently))) (1 (39 as) (24 (25 (27 (44 [UNK]) (1 (49 as) (27 (52 its) (2 (32 trademark) (84 villain))))) (3 (89 has) (45 [UNK]))) (1 (49 for) (27 (52 an) (2 (95 incongruous) (2 (32 summer) (42 [UNK])))))))) (31 (1 (39 ,) (24 (25 (58 [UNK]) (1 (94 yet) (94 again))) (1 (39 that) (25 (13 (43 the) (11 (65 era) (12 (74 of) (27 (52 the) (2 (68 intelligent) (8 (70 ,) (15 (82 well) (8 (66 -) (23 (50 made) (2 (32 b) (84 movie))))))))))) (3 (28 (89 is) (86 long)) (45 gone)))))) (77 .)))) (55 ""))"
1930	rewarding for its brash originality and daring in etching a portrait of a man who refuses to take life's disappointments lying down .	0	Subjective	(20 (24 (25 (58 rewarding) (1 (49 for) (27 (52 its) (2 (68 brash) (8 (63 originality) (8 (76 and) (82 daring))))))) (1 (49 in) (27 (44 [UNK]) (27 (81 a) (11 (65 portrait) (12 (74 of) (27 (81 a) (64 man)))))))) (31 (1 (48 who) (3 (3 (6 (28 (40 refuses) (73 to)) (57 take)) (27 (56 life) (3 (6 (28 (38 ') (67 s)) (57 [UNK])) (83 lying)))) (47 down))) (77 .)))
